atleta_id;atleta_apelido;posicao_id;clube_id;clube_nome
122378;Lyncon;3;267;Vasco
122393;Talisson;5;280;Bragantino
122394;Gustavinho;4;280;Bragantino
122396;Ryan;4;264;Corinthians
122398;Adryan;4;264;Corinthians
122419;Felipe;3;285;Internacional
122420;Lucca;5;285;Internacional
122439;Isaac;4;266;Fluminense
122441;Kayky Almeida;3;266;Fluminense
122485;Barros;4;267;Vasco
122486;Rayan;5;267;Vasco
122598;Amorim;4;356;Fortaleza
122602;Matheus Belé;3;276;São Paul
122668;Bruno Santos;2;290;Goiá
122755;Lucas Cunha;3;280;Bragantino
122991;Breno;4;327;América-M
123022;Pedro;5;264;Corinthians
123054;Tiago Gomes;1;265;Bahia
123153;Zinho;5;284;Grêmi
123359;Cadu;5;282;Atlético-M
123360;Cauly;4;265;Bahia
123610;Pedro Lima;4;275;Palmeiras
123648;Lucas Ronier;5;294;Coritiba
123713;Luis Guilherme;4;275;Palmeiras
123717;Zé Guilherm;2;284;Grêmi
123725;Arthur Zanella;3;293;Athletico-PR
123907;Pepa;6;283;Cruzeiro
124158;Everton;5;280;Bragantino
124239;Henry Mosquera;5;280;Bragantino
124247;Isaac;5;282;Atlético-M
124249;Léo Santo;2;282;Atlético-M
124250;Pedro Ataíd;5;282;Atlético-M
124251;Deivid Washington;5;277;Santos
124267;Rangel;2;285;Internacional
124313;Ian;2;275;Palmeiras
124340;Allyson;3;1371;Cuiab�
124358;João Vito;2;294;Coritiba
124481;Mateo Ponte;2;263;Botafogo
124674;Felipe Negrucci;4;276;São Paul
124690;Paulo Vitor;4;282;Atlético-M
124698;Nolasco;3;290;Goiá
124699;Arielson;5;283;Cruzeiro
124701;Leandro;1;276;São Paul
124728;João Henriqu;2;266;Fluminense
124757;Nathan Fernandes;5;284;Grêmi
124758;Gustavo Henrique;3;280;Bragantino
124821;Kauã Elia;5;266;Fluminense
124830;Lian;5;284;Grêmi
124834;Ruan Assis;4;294;Coritiba
124917;Rafa Barcelos;4;327;América-M
124918;Renato;3;264;Corinthians
125000;Wesley Costa;2;284;Grêmi
125050;Robert;5;283;Cruzeiro
125081;Armando Evangelista;6;290;Goiá
125467;Viery;3;284;Grêmi
125469;Alisson;5;282;Atlético-M
125470;Thiago Kosloski;6;294;Coritiba
125471;Serginho;5;267;Vasco
125487;Gabriel Moscardo;4;264;Corinthians
125551;Jean Gabriel;4;294;Coritiba
125746;Dudu;4;293;Athletico-PR
125803;Pedro Morisco;1;294;Coritiba
125804;Rafael Monteiro;2;266;Fluminense
125926;Zapelli;4;293;Athletico-PR
125992;Diogo Oliveira;5;294;Coritiba
126010;Yani Quintero;4;280;Bragantino
126013;Ythallo;3;276;São Paul
126095;Gabriel Toebe;1;263;Botafogo
126116;Freddy;5;284;Grêmi
126117;Gustavo Gomes;5;284;Grêmi
126120;Marcelinho;5;280;Bragantino
126182;Paulinho;4;267;Vasco
126216;Derik Lacerda;5;1371;Cuiab�
126387;Justen;3;266;Fluminense
