temporada_id;rodada_id;clube_id;partida_id;clube_nome;clube_gol_pro;clube_gol_contra;clube_ca;clube_adv_ca;clube_cv;clube_adv_cv;clube_mand
2016;2;264;2016_2_264;Corinthians;2;3;4;5;0;1;0
2016;2;327;2016_2_327;América-MG;1;3;4;0;0;0;0
2016;2;285;2016_2_285;Internacional;2;1;6;4;1;0;0
2016;2;262;2016_2_262;Flamengo;0;1;2;3;0;0;0
2016;2;263;2016_2_263;Botafogo;1;1;2;3;0;0;0
2016;3;277;2016_3_277;Santos;2;2;3;2;1;0;0
2016;3;293;2016_3_293;Athletico-PR;1;2;2;2;0;0;0
2016;3;315;2016_3_315;Chapecoense;2;2;1;4;0;1;0
2016;3;287;2016_3_287;Vitória;1;1;2;4;1;0;0
2016;3;283;2016_3_283;Cruzeiro;1;4;3;2;0;0;0
2016;3;266;2016_3_266;Fluminense;0;2;0;1;0;0;0
2016;3;276;2016_3_276;São Paulo;1;1;2;2;0;0;0
2016;3;303;2016_3_303;Ponte Preta;0;3;3;3;0;0;0
2016;3;292;2016_3_292;Sport;0;1;1;3;0;0;0
2016;3;284;2016_3_284;Grêmio;3;0;5;1;0;0;0
2016;4;327;2016_4_327;América-MG;1;1;1;1;0;0;0
2016;4;316;2016_4_316;Figueirense;1;2;1;2;0;0;0
2016;4;344;2016_4_344;Santa Cruz;1;1;4;1;0;0;0
2016;4;262;2016_4_262;Flamengo;2;1;2;2;1;0;0
2016;4;264;2016_4_264;Corinthians;2;0;1;2;0;0;0
2016;4;263;2016_4_263;Botafogo;0;1;1;1;0;0;0
2016;4;282;2016_4_282;Atlético-MG;1;1;6;4;0;0;0
2016;4;275;2016_4_275;Palmeiras;0;1;5;2;0;0;0
2016;4;294;2016_4_294;Coritiba;0;2;3;0;0;0;0
2016;4;285;2016_4_285;Internacional;1;0;1;1;0;0;0
2016;5;293;2016_5_293;Athletico-PR;0;1;2;5;0;0;0
2016;5;277;2016_5_277;Santos;0;1;2;0;0;0;0
2016;5;292;2016_5_292;Sport;1;0;2;6;0;1;0
2016;5;315;2016_5_315;Chapecoense;4;3;5;4;0;0;0
2016;5;266;2016_5_266;Fluminense;1;1;5;2;0;0;0
2016;5;276;2016_5_276;São Paulo;0;1;1;2;0;0;0
2016;5;283;2016_5_283;Cruzeiro;1;0;3;1;0;0;0
2016;5;303;2016_5_303;Ponte Preta;2;1;3;1;0;0;0
2016;5;284;2016_5_284;Grêmio;3;4;4;5;0;0;0
2016;5;287;2016_5_287;Vitória;0;1;3;2;0;0;0
2016;6;344;2016_6_344;Santa Cruz;0;1;2;0;0;0;0
2016;6;266;2016_6_266;Fluminense;0;0;0;3;0;0;0
2016;6;294;2016_6_294;Coritiba;1;2;5;2;0;0;0
2016;6;316;2016_6_316;Figueirense;0;1;3;2;0;0;0
2016;6;263;2016_6_263;Botafogo;0;3;1;1;0;0;0
2016;6;285;2016_6_285;Internacional;0;1;6;1;0;0;0
2016;6;282;2016_6_282;Atlético-MG;4;4;3;1;0;0;0
2016;6;275;2016_6_275;Palmeiras;2;1;2;1;0;1;0
2016;6;303;2016_6_303;Ponte Preta;0;1;4;2;1;1;0
2016;6;276;2016_6_276;São Paulo;1;0;0;2;0;0;0
2016;7;327;2016_7_327;América-MG;1;3;3;2;0;0;0
2016;7;315;2016_7_315;Chapecoense;1;2;4;3;0;0;0
2016;7;284;2016_7_284;Grêmio;1;1;2;4;1;0;0
2016;7;293;2016_7_293;Athletico-PR;2;1;2;1;0;0;0
2016;7;292;2016_7_292;Sport;2;3;4;5;1;1;0
2016;7;287;2016_7_287;Vitória;1;1;1;3;0;0;0
2016;7;283;2016_7_283;Cruzeiro;3;2;6;4;3;1;0
2016;7;264;2016_7_264;Corinthians;0;1;4;4;0;0;0
2016;7;262;2016_7_262;Flamengo;0;1;2;2;0;0;0
2016;7;277;2016_7_277;Santos;2;0;2;1;0;0;0
2016;8;287;2016_8_287;Vitória;0;2;2;5;0;0;0
2016;8;284;2016_8_284;Grêmio;3;3;2;2;0;0;0
2016;8;293;2016_8_293;Athletico-PR;2;3;2;0;0;0;0
2016;8;292;2016_8_292;Sport;0;2;3;1;0;0;0
2016;8;316;2016_8_316;Figueirense;0;1;3;3;1;0;0
2016;8;327;2016_8_327;América-MG;1;3;2;2;0;0;0
2016;8;275;2016_8_275;Palmeiras;2;2;3;4;0;0;0
2016;8;262;2016_8_262;Flamengo;1;0;0;0;0;0;0
2016;8;282;2016_8_282;Atlético-MG;0;2;1;2;0;0;0
2016;8;264;2016_8_264;Corinthians;0;1;1;2;1;0;0
2016;9;344;2016_9_344;Santa Cruz;1;3;4;1;1;0;0
2016;9;277;2016_9_277;Santos;0;1;1;2;0;0;0
2016;9;294;2016_9_294;Coritiba;1;2;3;0;0;0;0
2016;9;315;2016_9_315;Chapecoense;2;1;4;1;0;0;0
2016;9;303;2016_9_303;Ponte Preta;0;3;1;0;0;0;0
2016;9;263;2016_9_263;Botafogo;1;3;2;2;0;0;0
2016;9;276;2016_9_276;São Paulo;2;2;3;1;1;0;0
2016;9;285;2016_9_285;Internacional;2;3;0;3;0;0;0
2016;9;266;2016_9_266;Fluminense;1;2;0;2;0;0;0
2016;9;283;2016_9_283;Cruzeiro;0;2;2;0;0;0;0
2016;10;327;2016_10_327;América-MG;0;2;1;0;0;0;0
2016;10;283;2016_10_283;Cruzeiro;4;0;4;4;0;0;0
2016;10;316;2016_10_316;Figueirense;0;0;1;0;0;0;0
2016;10;262;2016_10_262;Flamengo;1;0;0;1;0;0;0
2016;10;277;2016_10_277;Santos;4;2;1;1;0;0;0
2016;10;264;2016_10_264;Corinthians;1;2;1;3;0;0;0
2016;10;293;2016_10_293;Athletico-PR;0;0;2;2;0;0;0
2016;10;287;2016_10_287;Vitória;2;1;4;4;0;1;0
2016;10;292;2016_10_292;Sport;0;0;2;0;0;0;0
2016;10;285;2016_10_285;Internacional;1;1;5;2;0;1;0
2016;11;275;2016_11_275;Palmeiras;1;2;2;4;0;0;0
2016;11;344;2016_11_344;Santa Cruz;1;2;1;3;0;0;0
2016;11;282;2016_11_282;Atlético-MG;1;0;3;3;0;0;0
2016;11;266;2016_11_266;Fluminense;2;1;1;0;0;0;0
2016;11;303;2016_11_303;Ponte Preta;1;1;2;3;0;0;0
2016;11;284;2016_11_284;Grêmio;0;2;0;1;1;0;0
2016;11;263;2016_11_263;Botafogo;3;2;3;4;0;1;0
2016;11;276;2016_11_276;São Paulo;0;3;3;2;1;0;0
2016;11;315;2016_11_315;Chapecoense;1;5;2;3;0;0;0
2016;11;294;2016_11_294;Coritiba;0;0;4;3;0;0;0
2016;12;285;2016_12_285;Internacional;0;1;1;1;0;0;0
2016;12;292;2016_12_292;Sport;2;3;4;4;2;0;0
2016;12;277;2016_12_277;Santos;2;3;3;3;0;0;0
2016;12;293;2016_12_293;Athletico-PR;0;1;2;3;0;0;0
2016;12;283;2016_12_283;Cruzeiro;2;3;6;4;0;0;0
2016;12;266;2016_12_266;Fluminense;1;2;3;4;0;0;0
2016;12;264;2016_12_264;Corinthians;2;0;1;2;0;0;0
2016;12;303;2016_12_303;Ponte Preta;3;0;1;2;0;0;0
2016;12;316;2016_12_316;Figueirense;0;4;1;1;0;0;0
2016;12;263;2016_12_263;Botafogo;3;5;0;0;0;0;0
2016;13;294;2016_13_294;Coritiba;0;0;2;1;0;0;0
2016;13;327;2016_13_327;América-MG;0;1;2;2;0;0;0
2016;13;287;2016_13_287;Vitória;2;2;3;3;1;0;0
2016;13;284;2016_13_284;Grêmio;1;0;5;4;0;0;0
2016;13;315;2016_13_315;Chapecoense;0;3;1;1;0;0;0
2016;13;276;2016_13_276;São Paulo;0;1;2;3;1;0;0
2016;13;262;2016_13_262;Flamengo;0;4;3;2;0;0;0
2016;13;344;2016_13_344;Santa Cruz;1;2;3;1;0;0;0
2016;13;282;2016_13_282;Atlético-MG;1;1;4;2;1;1;0
2016;13;275;2016_13_275;Palmeiras;3;1;5;4;0;0;0
2016;14;264;2016_14_264;Corinthians;2;0;1;1;0;1;0
2016;14;263;2016_14_263;Botafogo;0;0;3;1;0;0;0
2016;14;292;2016_14_292;Sport;1;2;2;2;0;0;0
2016;14;316;2016_14_316;Figueirense;1;2;1;1;0;0;0
2016;14;282;2016_14_282;Atlético-MG;0;2;4;1;0;0;0
2016;14;285;2016_14_285;Internacional;0;1;2;0;0;0;0
2016;14;327;2016_14_327;América-MG;0;3;4;1;0;0;0
2016;14;266;2016_14_266;Fluminense;0;0;4;3;0;0;0
2016;14;293;2016_14_293;Athletico-PR;3;0;4;1;0;0;0
2016;14;277;2016_14_277;Santos;1;1;2;3;0;0;0
2016;15;262;2016_15_262;Flamengo;3;3;4;2;0;0;0
2016;15;303;2016_15_303;Ponte Preta;1;3;2;3;0;0;0
2016;15;344;2016_15_344;Santa Cruz;3;0;2;2;0;0;0
2016;15;275;2016_15_275;Palmeiras;1;0;2;4;0;0;0
2016;15;315;2016_15_315;Chapecoense;1;1;4;1;0;0;0
2016;15;283;2016_15_283;Cruzeiro;0;2;6;0;0;0;0
2016;15;287;2016_15_287;Vitória;1;1;3;3;0;0;0
2016;15;276;2016_15_276;São Paulo;1;1;3;3;0;0;0
2016;15;284;2016_15_284;Grêmio;2;4;3;0;0;0;0
2016;15;294;2016_15_294;Coritiba;1;2;2;2;0;0;0
2016;16;316;2016_16_316;Figueirense;1;1;6;2;0;0;0
2016;16;294;2016_16_294;Coritiba;1;0;1;2;0;0;0
2016;16;282;2016_16_282;Atlético-MG;1;0;2;1;0;0;0
2016;16;285;2016_16_285;Internacional;2;2;3;3;1;0;0
2016;16;276;2016_16_276;São Paulo;0;1;3;0;1;0;0
2016;16;266;2016_16_266;Fluminense;0;1;5;3;0;0;0
2016;16;292;2016_16_292;Sport;2;1;4;1;0;0;0
2016;16;263;2016_16_263;Botafogo;1;2;2;1;0;0;0
2016;16;277;2016_16_277;Santos;3;2;2;3;0;0;0
2016;16;327;2016_16_327;América-MG;1;2;0;1;0;0;0
2016;17;287;2016_17_287;Vitória;0;1;4;3;1;1;0
2016;17;293;2016_17_293;Athletico-PR;0;2;1;2;0;0;0
2016;17;344;2016_17_344;Santa Cruz;0;3;3;1;0;0;0
2016;17;315;2016_17_315;Chapecoense;2;2;1;4;0;0;0
2016;17;303;2016_17_303;Ponte Preta;0;3;6;4;0;0;0
2016;17;262;2016_17_262;Flamengo;2;0;2;1;0;0;0
2016;17;264;2016_17_264;Corinthians;1;0;2;2;0;0;0
2016;17;283;2016_17_283;Cruzeiro;0;2;1;1;0;0;0
2016;17;275;2016_17_275;Palmeiras;1;3;3;4;0;0;0
2016;17;284;2016_17_284;Grêmio;0;0;2;2;1;0;0
2016;18;294;2016_18_294;Coritiba;1;3;1;2;0;0;0
2016;18;327;2016_18_327;América-MG;1;1;3;1;0;0;0
2016;18;262;2016_18_262;Flamengo;0;0;2;2;0;0;0
2016;18;264;2016_18_264;Corinthians;0;2;0;3;0;0;0
2016;18;263;2016_18_263;Botafogo;0;2;2;2;0;0;0
2016;18;344;2016_18_344;Santa Cruz;0;0;3;1;0;0;0
2016;18;282;2016_18_282;Atlético-MG;2;1;2;2;0;0;0
2016;18;285;2016_18_285;Internacional;2;4;1;1;0;0;0
2016;18;275;2016_18_275;Palmeiras;1;1;0;1;0;0;0
2016;18;316;2016_18_316;Figueirense;2;3;3;3;0;0;0
2016;19;293;2016_19_293;Athletico-PR;0;1;4;2;0;0;0
2016;19;277;2016_19_277;Santos;0;1;1;2;1;0;0
2016;19;303;2016_19_303;Ponte Preta;1;3;3;4;0;0;0
2016;19;287;2016_19_287;Vitória;1;2;4;2;0;0;0
2016;19;276;2016_19_276;São Paulo;2;1;3;1;0;0;0
2016;19;266;2016_19_266;Fluminense;2;2;4;4;0;0;0
2016;19;292;2016_19_292;Sport;1;1;3;5;0;0;0
2016;19;315;2016_19_315;Chapecoense;1;3;1;0;0;0;0
2016;19;283;2016_19_283;Cruzeiro;1;1;3;4;0;0;0
2016;19;284;2016_19_284;Grêmio;1;2;4;3;0;0;0
2016;20;262;2016_20_262;Flamengo;0;1;3;2;0;0;0
2016;20;316;2016_20_316;Figueirense;0;2;2;2;0;0;0
2016;20;327;2016_20_327;América-MG;0;1;5;2;0;0;0
2016;20;264;2016_20_264;Corinthians;0;3;1;4;0;0;0
2016;20;294;2016_20_294;Coritiba;2;2;4;2;0;0;0
2016;20;282;2016_20_282;Atlético-MG;0;3;4;4;0;0;0
2016;20;344;2016_20_344;Santa Cruz;2;2;2;1;0;0;0
2016;20;263;2016_20_263;Botafogo;1;0;2;2;0;0;0
2016;20;275;2016_20_275;Palmeiras;1;0;3;3;0;0;0
2016;20;285;2016_20_285;Internacional;0;1;2;1;0;0;0
2016;21;315;2016_21_315;Chapecoense;2;1;1;1;0;0;0
2016;21;292;2016_21_292;Sport;0;3;2;1;0;0;0
2016;21;284;2016_21_284;Grêmio;1;2;1;2;0;0;0
2016;21;293;2016_21_293;Athletico-PR;0;1;2;0;0;0;0
2016;21;276;2016_21_276;São Paulo;1;1;2;1;0;0;0
2016;21;266;2016_21_266;Fluminense;1;0;2;0;0;0;0
2016;21;303;2016_21_303;Ponte Preta;2;2;6;3;0;0;0
2016;21;277;2016_21_277;Santos;1;2;3;1;0;0;0
2016;21;283;2016_21_283;Cruzeiro;2;1;5;4;0;1;0
2016;21;287;2016_21_287;Vitória;1;2;4;2;0;0;0
2016;22;264;2016_22_264;Corinthians;0;2;1;2;1;0;0
2016;22;344;2016_22_344;Santa Cruz;0;2;3;3;0;0;0
2016;22;316;2016_22_316;Figueirense;1;0;2;3;0;0;0
2016;22;282;2016_22_282;Atlético-MG;1;1;4;4;0;0;0
2016;22;275;2016_22_275;Palmeiras;2;0;5;7;0;0;0
2016;22;262;2016_22_262;Flamengo;3;1;0;4;0;0;0
2016;22;294;2016_22_294;Coritiba;0;0;1;2;0;0;0
2016;22;285;2016_22_285;Internacional;1;1;5;4;0;0;0
2016;22;327;2016_22_327;América-MG;1;2;5;3;0;0;0
2016;22;263;2016_22_263;Botafogo;0;1;2;3;0;0;0
2016;23;315;2016_23_315;Chapecoense;2;2;3;3;0;1;0
2016;23;293;2016_23_293;Athletico-PR;0;1;2;1;0;0;0
2016;23;266;2016_23_266;Fluminense;0;1;2;5;0;0;0
2016;23;287;2016_23_287;Vitória;1;2;5;2;0;0;0
2016;23;276;2016_23_276;São Paulo;1;2;3;3;0;0;0
2016;23;303;2016_23_303;Ponte Preta;1;2;3;1;0;0;0
2016;23;284;2016_23_284;Grêmio;0;4;0;3;0;0;0
2016;23;292;2016_23_292;Sport;0;3;2;2;0;0;0
2016;23;283;2016_23_283;Cruzeiro;2;0;2;1;0;0;0
2016;23;277;2016_23_277;Santos;1;2;4;4;1;0;0
2016;24;262;2016_24_262;Flamengo;2;1;1;2;0;1;0
2016;24;294;2016_24_294;Coritiba;0;1;3;2;0;0;0
2016;24;316;2016_24_316;Figueirense;1;3;2;2;0;0;0
2016;24;263;2016_24_263;Botafogo;2;0;2;4;0;0;0
2016;24;344;2016_24_344;Santa Cruz;3;5;1;2;1;1;0
2016;24;285;2016_24_285;Internacional;1;2;2;0;0;0;0
2016;24;264;2016_24_264;Corinthians;1;2;1;2;0;0;0
2016;24;327;2016_24_327;América-MG;1;1;1;2;0;0;0
2016;24;275;2016_24_275;Palmeiras;0;0;3;4;0;0;0
2016;24;282;2016_24_282;Atlético-MG;2;4;4;1;0;0;0
2016;25;277;2016_25_277;Santos;1;0;1;2;0;0;0
2016;25;327;2016_25_327;América-MG;2;2;2;0;1;0;0
2016;25;284;2016_25_284;Grêmio;0;3;1;2;0;0;0
2016;25;293;2016_25_293;Athletico-PR;0;1;4;3;0;0;0
2016;25;264;2016_25_264;Corinthians;1;1;1;3;0;1;0
2016;25;262;2016_25_262;Flamengo;1;1;1;2;1;0;0
2016;25;292;2016_25_292;Sport;0;1;1;0;1;0;0
2016;25;315;2016_25_315;Chapecoense;2;1;4;3;0;0;0
2016;25;283;2016_25_283;Cruzeiro;0;1;0;0;1;0;0
2016;25;287;2016_25_287;Vitória;1;0;5;3;0;0;0
2016;26;275;2016_26_275;Palmeiras;2;0;4;2;0;1;0
2016;26;316;2016_26_316;Figueirense;0;2;3;2;1;0;0
2016;26;282;2016_26_282;Atlético-MG;1;1;2;1;0;1;0
2016;26;294;2016_26_294;Coritiba;1;0;1;0;0;0;0
2016;26;266;2016_26_266;Fluminense;1;0;3;4;0;0;0
2016;26;303;2016_26_303;Ponte Preta;2;2;0;2;0;0;0
2016;26;276;2016_26_276;São Paulo;0;1;1;1;0;0;0
2016;26;344;2016_26_344;Santa Cruz;2;3;1;1;0;0;0
2016;26;263;2016_26_263;Botafogo;1;0;5;2;0;0;0
2016;26;285;2016_26_285;Internacional;0;1;2;1;0;0;0
2016;27;294;2016_27_294;Coritiba;1;2;3;2;0;0;0
2016;27;277;2016_27_277;Santos;0;1;2;3;1;0;0
2016;27;263;2016_27_263;Botafogo;0;1;3;2;0;0;0
2016;27;303;2016_27_303;Ponte Preta;0;3;5;2;1;0;0
2016;27;344;2016_27_344;Santa Cruz;1;3;5;1;0;0;0
2016;27;276;2016_27_276;São Paulo;0;2;3;4;0;0;0
2016;27;266;2016_27_266;Fluminense;1;0;3;4;0;0;0
2016;27;283;2016_27_283;Cruzeiro;1;2;2;1;0;0;0
2016;27;315;2016_27_315;Chapecoense;0;1;2;2;0;0;0
2016;27;285;2016_27_285;Internacional;1;3;2;2;0;0;0
2016;28;292;2016_28_292;Sport;1;3;3;1;0;0;0
2016;28;262;2016_28_262;Flamengo;0;0;3;4;0;0;0
2016;28;287;2016_28_287;Vitória;4;1;2;1;0;0;0
2016;28;293;2016_28_293;Athletico-PR;0;2;1;2;0;0;0
2016;28;264;2016_28_264;Corinthians;0;2;4;4;0;0;0
2016;28;282;2016_28_282;Atlético-MG;2;1;2;2;0;0;0
2016;28;284;2016_28_284;Grêmio;0;1;3;3;0;0;0
2016;28;316;2016_28_316;Figueirense;0;1;2;2;0;0;0
2016;28;275;2016_28_275;Palmeiras;3;2;3;6;0;0;0
2016;28;327;2016_28_327;América-MG;0;3;2;2;0;0;0
2016;29;315;2016_29_315;Chapecoense;1;3;3;2;0;0;0
2016;29;284;2016_29_284;Grêmio;1;0;3;3;0;0;0
2016;29;282;2016_29_282;Atlético-MG;0;0;2;0;1;0;0
2016;29;266;2016_29_266;Fluminense;1;2;0;0;0;0;0
2016;29;276;2016_29_276;São Paulo;1;1;2;0;0;0;0
2016;29;294;2016_29_294;Coritiba;0;1;4;2;0;0;0
2016;29;303;2016_29_303;Ponte Preta;0;2;2;2;0;0;0
2016;29;344;2016_29_344;Santa Cruz;0;3;1;1;1;0;0
2016;29;275;2016_29_275;Palmeiras;2;0;1;2;0;1;0
2016;29;263;2016_29_263;Botafogo;1;0;2;2;0;0;0
2016;30;292;2016_30_292;Sport;0;3;2;1;1;0;0
2016;30;316;2016_30_316;Figueirense;0;0;3;4;0;0;0
2016;30;264;2016_30_264;Corinthians;4;2;2;2;0;0;0
2016;30;285;2016_30_285;Internacional;0;1;2;3;0;0;0
2016;30;283;2016_30_283;Cruzeiro;0;0;4;1;0;0;0
2016;30;287;2016_30_287;Vitória;0;2;2;4;0;0;0
2016;30;327;2016_30_327;América-MG;0;3;0;0;0;0;0
2016;30;262;2016_30_262;Flamengo;2;1;3;3;0;0;0
2016;30;277;2016_30_277;Santos;1;0;3;2;0;0;0
2016;30;293;2016_30_293;Athletico-PR;0;1;3;2;0;0;0
2016;31;282;2016_31_282;Atlético-MG;2;3;4;2;0;0;0
2016;31;315;2016_31_315;Chapecoense;0;0;2;1;0;0;0
2016;31;294;2016_31_294;Coritiba;0;2;3;0;0;0;0
2016;31;262;2016_31_262;Flamengo;1;2;1;3;0;0;0
2016;31;275;2016_31_275;Palmeiras;2;1;3;4;0;0;0
2016;31;327;2016_31_327;América-MG;0;2;1;2;0;0;0
2016;31;344;2016_31_344;Santa Cruz;0;3;2;0;0;0;0
2016;31;284;2016_31_284;Grêmio;1;1;7;1;0;0;0
2016;31;287;2016_31_287;Vitória;0;1;4;1;1;0;0
2016;31;276;2016_31_276;São Paulo;2;1;4;1;0;0;0
2016;32;263;2016_32_263;Botafogo;1;0;2;0;0;0;0
2016;32;303;2016_32_303;Ponte Preta;0;2;1;0;0;0;0
2016;32;264;2016_32_264;Corinthians;2;2;4;2;1;0;0
2016;32;283;2016_32_283;Cruzeiro;1;0;3;2;1;0;0
2016;32;292;2016_32_292;Sport;1;2;2;3;0;0;0
2016;32;285;2016_32_285;Internacional;0;0;2;0;1;1;0
2016;32;266;2016_32_266;Fluminense;1;1;4;0;0;1;0
2016;32;316;2016_32_316;Figueirense;0;3;4;2;2;0;0
2016;32;277;2016_32_277;Santos;1;0;3;2;0;0;0
2016;32;293;2016_32_293;Athletico-PR;0;1;0;0;0;0;0
2016;33;303;2016_33_303;Ponte Preta;0;1;3;2;0;0;0
2016;33;287;2016_33_287;Vitória;2;2;2;3;0;0;0
2016;33;262;2016_33_262;Flamengo;2;2;1;0;0;0;0
2016;33;283;2016_33_283;Cruzeiro;0;1;1;1;0;0;0
2016;33;315;2016_33_315;Chapecoense;1;1;2;1;0;0;0
2016;33;294;2016_33_294;Coritiba;0;0;3;5;0;0;0
2016;33;344;2016_33_344;Santa Cruz;1;1;2;3;0;1;0
2016;33;284;2016_33_284;Grêmio;0;0;2;2;0;0;0
2016;33;275;2016_33_275;Palmeiras;0;1;3;4;0;0;0
2016;33;276;2016_33_276;São Paulo;0;1;1;0;0;0;0
2016;34;263;2016_34_263;Botafogo;0;0;3;3;0;0;0
2016;34;264;2016_34_264;Corinthians;0;4;4;3;0;0;0
2016;34;277;2016_34_277;Santos;2;1;1;1;0;0;0
2016;34;327;2016_34_327;América-MG;0;1;1;1;0;0;0
2016;34;266;2016_34_266;Fluminense;2;4;1;2;0;0;0
2016;34;285;2016_34_285;Internacional;0;1;0;0;0;0;0
2016;34;293;2016_34_293;Athletico-PR;2;3;2;2;0;0;0
2016;34;282;2016_34_282;Atlético-MG;0;2;3;1;0;0;0
2016;34;316;2016_34_316;Figueirense;0;1;3;1;1;0;0
2016;34;292;2016_34_292;Sport;3;0;3;4;0;0;0
2016;35;293;2016_35_293;Athletico-PR;1;1;3;3;0;0;0
2016;35;315;2016_35_315;Chapecoense;2;0;1;3;0;0;0
2016;35;344;2016_35_344;Santa Cruz;0;1;2;3;0;0;0
2016;35;283;2016_35_283;Cruzeiro;1;0;2;2;0;0;0
2016;35;262;2016_35_262;Flamengo;1;0;0;1;0;0;0
2016;35;264;2016_35_264;Corinthians;1;1;2;3;1;0;0
2016;35;287;2016_35_287;Vitória;2;3;1;3;0;0;0
2016;35;284;2016_35_284;Grêmio;1;1;2;3;0;0;0
2016;35;303;2016_35_303;Ponte Preta;1;1;3;1;0;0;0
2016;35;275;2016_35_275;Palmeiras;1;1;4;2;0;0;0
2016;36;316;2016_36_316;Figueirense;0;4;2;4;0;0;0
2016;36;277;2016_36_277;Santos;2;2;3;3;0;1;0
2016;36;263;2016_36_263;Botafogo;0;1;4;0;1;0;0
2016;36;292;2016_36_292;Sport;0;2;2;0;0;0;0
2016;36;327;2016_36_327;América-MG;0;3;2;0;0;0;0
2016;36;266;2016_36_266;Fluminense;0;1;3;3;1;0;0
2016;36;294;2016_36_294;Coritiba;2;2;2;1;0;0;0
2016;36;276;2016_36_276;São Paulo;0;2;1;1;0;0;0
2016;36;282;2016_36_282;Atlético-MG;3;3;0;3;1;1;0
2016;36;285;2016_36_285;Internacional;0;1;2;2;0;0;0
2016;37;292;2016_37_292;Sport;2;2;3;1;0;1;0
2016;37;303;2016_37_303;Ponte Preta;1;1;4;5;1;0;0
2016;37;293;2016_37_293;Athletico-PR;0;0;2;3;0;0;0
2016;37;276;2016_37_276;São Paulo;2;1;6;1;0;0;0
2016;37;315;2016_37_315;Chapecoense;0;1;2;1;0;0;0
2016;37;277;2016_37_277;Santos;0;2;0;1;0;0;0
2016;37;283;2016_37_283;Cruzeiro;0;1;4;3;0;0;0
2016;37;266;2016_37_266;Fluminense;0;1;3;3;0;0;0
2016;37;284;2016_37_284;Grêmio;1;5;4;3;0;0;0
2016;37;287;2016_37_287;Vitória;1;0;6;5;0;0;0
2016;38;327;2016_38_327;América-MG;0;1;1;0;0;0;0
2016;38;285;2016_38_285;Internacional;1;1;1;1;0;0;0
2016;38;263;2016_38_263;Botafogo;1;0;4;2;1;0;0
2016;38;344;2016_38_344;Santa Cruz;0;5;1;2;0;1;0
2016;38;264;2016_38_264;Corinthians;2;3;4;2;0;0;0
2016;38;316;2016_38_316;Figueirense;0;2;2;5;0;0;0
2016;38;262;2016_38_262;Flamengo;0;0;6;2;1;0;0
2016;38;275;2016_38_275;Palmeiras;2;1;6;1;0;0;0
2016;38;294;2016_38_294;Coritiba;0;2;1;0;0;0;0
