temporada_id;rodada_id;clube_mand_id;partida_id;clube_mand;clube_gol_pro;clube_gol_contra;clube_ca;clube_adv_ca;clube_cv;clube_adv_cv;clube_mand
2015;2;267;2015_2_267;Vasco;0;0;6;2;0;0;0
2015;2;266;2015_2_266;Fluminense;1;4;1;2;0;0;0
2015;2;292;2015_2_292;Sport;2;2;3;2;0;0;0
2015;2;283;2015_2_283;Cruzeiro;0;1;4;1;0;0;0
2015;2;275;2015_2_275;Palmeiras;0;0;1;3;0;0;0
2015;2;276;2015_2_276;São Paulo;0;1;3;1;0;0;0
2015;2;314;2015_2_314;Avaí;0;1;7;3;0;0;0
2015;3;317;2015_3_317;Joinville;0;3;0;2;0;0;0
2015;3;285;2015_3_285;Internacional;1;1;3;6;1;0;0
2015;3;316;2015_3_316;Figueirense;0;1;5;6;0;0;0
2015;3;290;2015_3_290;Goiás;1;0;5;6;1;1;0
2015;3;277;2015_3_277;Santos;0;1;6;5;0;0;0
2015;3;282;2015_3_282;Atlético-MG;0;1;0;4;0;1;0
2015;3;264;2015_3_264;Corinthians;0;0;2;2;0;0;0
2015;3;262;2015_3_262;Flamengo;1;2;6;5;0;0;0
2015;3;303;2015_3_303;Ponte Preta;1;1;2;2;0;0;0
2015;3;294;2015_3_294;Coritiba;0;1;4;1;0;0;0
2015;4;315;2015_4_315;Chapecoense;1;3;2;4;1;0;0
2015;4;314;2015_4_314;Avaí;2;1;4;4;0;0;0
2015;4;293;2015_4_293;Athletico-PR;2;1;4;0;0;0;0
2015;4;292;2015_4_292;Sport;2;2;2;1;0;0;0
2015;4;284;2015_4_284;Grêmio;1;1;1;1;0;0;0
2015;4;267;2015_4_267;Vasco;0;3;3;0;0;0;0
2015;4;275;2015_4_275;Palmeiras;2;0;5;5;0;0;0
2015;4;276;2015_4_276;São Paulo;0;0;1;3;1;0;0
2015;4;266;2015_4_266;Fluminense;3;2;3;6;1;1;0
2015;4;283;2015_4_283;Cruzeiro;1;2;6;3;1;0;0
2015;5;316;2015_5_316;Figueirense;0;1;4;1;0;0;0
2015;5;303;2015_5_303;Ponte Preta;3;0;3;2;0;2;0
2015;5;317;2015_5_317;Joinville;0;2;5;3;0;0;0
2015;5;277;2015_5_277;Santos;2;3;3;5;1;0;0
2015;5;262;2015_5_262;Flamengo;0;1;3;2;0;0;0
2015;5;282;2015_5_282;Atlético-MG;4;1;3;3;0;0;0
2015;5;264;2015_5_264;Corinthians;1;3;3;2;0;0;0
2015;5;294;2015_5_294;Coritiba;0;2;4;1;0;0;0
2015;5;290;2015_5_290;Goiás;0;1;4;2;0;0;0
2015;5;285;2015_5_285;Internacional;1;1;4;1;0;0;0
2015;6;283;2015_6_283;Cruzeiro;3;1;0;0;0;0;0
2015;6;315;2015_6_315;Chapecoense;0;1;0;1;1;0;0
2015;6;303;2015_6_303;Ponte Preta;2;2;2;2;0;0;0
2015;6;267;2015_6_267;Vasco;0;2;3;4;0;0;0
2015;6;264;2015_6_264;Corinthians;1;0;1;1;0;0;0
2015;6;284;2015_6_284;Grêmio;0;2;2;3;0;0;0
2015;6;294;2015_6_294;Coritiba;0;2;5;4;0;1;0
2015;6;275;2015_6_275;Palmeiras;1;2;3;3;0;0;0
2015;6;314;2015_6_314;Avaí;1;0;4;2;0;0;0
2015;6;292;2015_6_292;Sport;0;0;2;3;0;0;0
2015;7;277;2015_7_277;Santos;2;2;4;1;0;0;0
2015;7;262;2015_7_262;Flamengo;1;0;4;2;1;0;0
2015;7;276;2015_7_276;São Paulo;1;0;4;2;0;0;0
2015;7;285;2015_7_285;Internacional;1;2;2;0;0;0;0
2015;7;317;2015_7_317;Joinville;1;2;4;0;0;0;0
2015;7;283;2015_7_283;Cruzeiro;3;1;4;2;0;0;0
2015;7;290;2015_7_290;Goiás;0;0;3;3;0;0;0
2015;7;316;2015_7_316;Figueirense;1;1;3;4;0;0;0
2015;7;266;2015_7_266;Fluminense;1;2;7;0;2;0;0
2015;7;293;2015_7_293;Athletico-PR;1;2;4;1;0;0;0
2015;8;285;2015_8_285;Internacional;0;0;2;4;0;0;0
2015;8;267;2015_8_267;Vasco;1;2;3;2;0;0;0
2015;8;282;2015_8_282;Atlético-MG;2;0;1;0;1;0;0
2015;8;264;2015_8_264;Corinthians;0;1;4;5;1;1;0
2015;8;275;2015_8_275;Palmeiras;0;1;3;4;0;0;0
2015;8;315;2015_8_315;Chapecoense;1;0;3;4;0;0;0
2015;8;290;2015_8_290;Goiás;1;2;5;4;1;1;0
2015;8;294;2015_8_294;Coritiba;2;2;5;2;2;0;0
2015;8;314;2015_8_314;Avaí;1;1;5;1;0;0;0
2015;8;303;2015_8_303;Ponte Preta;0;2;3;2;0;0;0
2015;9;284;2015_9_284;Grêmio;2;1;3;3;0;0;0
2015;9;292;2015_9_292;Sport;1;1;6;1;0;0;0
2015;9;316;2015_9_316;Figueirense;1;2;2;0;0;0;0
2015;9;317;2015_9_317;Joinville;0;1;1;2;0;0;0
2015;9;276;2015_9_276;São Paulo;0;4;3;1;0;0;0
2015;9;266;2015_9_266;Fluminense;2;1;2;2;1;0;0
2015;9;293;2015_9_293;Athletico-PR;1;2;2;1;0;0;0
2015;9;283;2015_9_283;Cruzeiro;0;1;5;5;0;0;0
2015;9;262;2015_9_262;Flamengo;0;1;0;4;0;0;0
2015;9;277;2015_9_277;Santos;0;1;3;3;1;0;0
2015;10;285;2015_10_285;Internacional;0;3;2;2;1;0;0
2015;10;314;2015_10_314;Avaí;0;1;2;3;1;1;0
2015;10;315;2015_10_315;Chapecoense;0;2;3;0;0;0;0
2015;10;294;2015_10_294;Coritiba;0;2;5;3;0;0;0
2015;10;262;2015_10_262;Flamengo;1;0;2;3;0;0;0
2015;10;283;2015_10_283;Cruzeiro;0;1;6;5;0;0;0
2015;10;276;2015_10_276;São Paulo;1;2;0;2;0;0;0
2015;10;303;2015_10_303;Ponte Preta;0;2;2;1;0;0;0
2015;10;290;2015_10_290;Goiás;1;3;2;2;0;1;0
2015;10;277;2015_10_277;Santos;1;2;3;2;0;0;0
2015;11;317;2015_11_317;Joinville;0;0;2;1;0;0;0
2015;11;267;2015_11_267;Vasco;0;1;2;1;2;0;0
2015;11;293;2015_11_293;Athletico-PR;0;2;2;0;1;0;0
2015;11;292;2015_11_292;Sport;2;2;2;6;0;1;0
2015;11;264;2015_11_264;Corinthians;0;0;2;2;0;0;0
2015;11;266;2015_11_266;Fluminense;0;0;2;1;0;0;0
2015;11;284;2015_11_284;Grêmio;3;1;1;4;0;1;0
2015;11;275;2015_11_275;Palmeiras;2;0;3;3;0;0;0
2015;11;316;2015_11_316;Figueirense;2;1;2;3;0;0;0
2015;11;282;2015_11_282;Atlético-MG;3;1;3;1;0;1;0
2015;12;284;2015_12_284;Grêmio;0;1;2;1;0;0;0
2015;12;277;2015_12_277;Santos;1;4;3;0;0;0;0
2015;12;303;2015_12_303;Ponte Preta;0;0;6;4;0;0;0
2015;12;317;2015_12_317;Joinville;2;0;2;1;0;0;0
2015;12;314;2015_12_314;Avaí;0;3;6;2;0;0;0
2015;12;292;2015_12_292;Sport;1;2;2;2;0;0;0
2015;12;262;2015_12_262;Flamengo;2;1;2;3;0;0;0
2015;12;276;2015_12_276;São Paulo;4;0;0;3;0;0;0
2015;12;293;2015_12_293;Athletico-PR;0;2;2;1;0;0;0
2015;12;283;2015_12_283;Cruzeiro;0;1;2;2;0;0;0
2015;13;316;2015_13_316;Figueirense;0;3;5;1;0;0;0
2015;13;267;2015_13_267;Vasco;0;2;3;1;0;0;0
2015;13;282;2015_13_282;Atlético-MG;2;0;3;1;0;0;0
2015;13;294;2015_13_294;Coritiba;1;3;3;1;0;0;0
2015;13;285;2015_13_285;Internacional;2;0;3;4;0;0;0
2015;13;264;2015_13_264;Corinthians;3;0;2;0;0;0;0
2015;13;266;2015_13_266;Fluminense;2;1;2;1;0;0;0
2015;13;290;2015_13_290;Goiás;0;1;1;2;0;0;0
2015;13;275;2015_13_275;Palmeiras;2;2;1;2;0;0;0
2015;13;315;2015_13_315;Chapecoense;1;2;2;4;0;0;0
2015;14;290;2015_14_290;Goiás;1;2;1;1;0;0;0
2015;14;284;2015_14_284;Grêmio;0;1;5;1;0;0;0
2015;14;282;2015_14_282;Atlético-MG;0;1;1;1;0;0;0
2015;14;315;2015_14_315;Chapecoense;0;1;3;2;0;0;0
2015;14;294;2015_14_294;Coritiba;0;0;2;1;0;0;0
2015;14;276;2015_14_276;São Paulo;0;2;2;1;2;0;0
2015;14;267;2015_14_267;Vasco;2;1;6;2;0;0;0
2015;14;277;2015_14_277;Santos;0;1;3;3;0;0;0
2015;14;314;2015_14_314;Avaí;1;1;3;1;0;0;0
2015;14;303;2015_14_303;Ponte Preta;1;1;5;2;0;0;0
2015;15;293;2015_15_293;Athletico-PR;2;1;3;3;0;0;0
2015;15;292;2015_15_292;Sport;1;1;0;0;0;0;0
2015;15;316;2015_15_316;Figueirense;0;1;4;2;0;0;0
2015;15;266;2015_15_266;Fluminense;1;2;3;2;1;0;0
2015;15;317;2015_15_317;Joinville;0;2;2;2;0;0;0
2015;15;285;2015_15_285;Internacional;0;0;2;2;0;0;0
2015;15;264;2015_15_264;Corinthians;1;1;3;3;0;0;0
2015;15;283;2015_15_283;Cruzeiro;0;1;1;0;0;0;0
2015;15;262;2015_15_262;Flamengo;1;0;1;2;0;0;0
2015;15;275;2015_15_275;Palmeiras;4;1;1;3;0;0;0
2015;16;267;2015_16_267;Vasco;0;3;3;0;0;0;0
2015;16;276;2015_16_276;São Paulo;1;3;1;0;0;0;0
2015;16;284;2015_16_284;Grêmio;0;1;2;3;1;0;0
2015;16;290;2015_16_290;Goiás;1;1;4;4;0;0;0
2015;16;293;2015_16_293;Athletico-PR;1;0;2;1;0;0;0
2015;16;314;2015_16_314;Avaí;0;2;1;2;0;0;0
2015;16;315;2015_16_315;Chapecoense;0;0;2;3;0;0;0
2015;16;303;2015_16_303;Ponte Preta;1;3;3;2;0;0;0
2015;16;277;2015_16_277;Santos;2;2;2;4;0;0;0
2015;16;283;2015_16_283;Cruzeiro;0;0;2;1;0;0;0
2015;17;266;2015_17_266;Fluminense;0;1;2;2;0;0;0
2015;17;294;2015_17_294;Coritiba;0;3;4;1;0;0;0
2015;17;292;2015_17_292;Sport;1;1;0;0;0;0;0
2015;17;317;2015_17_317;Joinville;0;0;4;2;0;0;0
2015;17;264;2015_17_264;Corinthians;1;1;2;4;1;0;0
2015;17;275;2015_17_275;Palmeiras;1;2;3;4;0;0;0
2015;17;262;2015_17_262;Flamengo;0;1;4;2;0;0;0
2015;17;282;2015_17_282;Atlético-MG;0;0;2;2;0;0;0
2015;17;285;2015_17_285;Internacional;0;5;4;2;0;0;0
2015;17;316;2015_17_316;Figueirense;2;2;1;1;0;0;0
2015;18;275;2015_18_275;Palmeiras;1;2;1;3;0;0;0
2015;18;293;2015_18_293;Athletico-PR;2;3;4;2;1;0;0
2015;18;267;2015_18_267;Vasco;0;1;5;3;1;0;0
2015;18;315;2015_18_315;Chapecoense;0;0;3;1;0;0;0
2015;18;276;2015_18_276;São Paulo;2;0;4;3;1;0;0
2015;18;266;2015_18_266;Fluminense;0;1;4;6;2;0;0
2015;18;292;2015_18_292;Sport;3;4;1;2;0;0;0
2015;18;314;2015_18_314;Avaí;0;2;1;1;0;0;0
2015;18;283;2015_18_283;Cruzeiro;0;3;2;1;0;0;0
2015;18;284;2015_18_284;Grêmio;2;0;3;2;0;0;0
2015;19;294;2015_19_294;Coritiba;1;0;1;3;0;0;0
2015;19;277;2015_19_277;Santos;0;0;1;2;0;1;0
2015;19;290;2015_19_290;Goiás;3;0;0;1;0;0;0
2015;19;262;2015_19_262;Flamengo;2;4;2;2;0;0;0
2015;19;264;2015_19_264;Corinthians;2;1;1;0;0;0;0
2015;19;316;2015_19_316;Figueirense;1;2;2;1;1;0;0
2015;19;285;2015_19_285;Internacional;0;0;2;2;0;0;0
2015;19;303;2015_19_303;Ponte Preta;1;1;0;0;0;0;0
2015;19;317;2015_19_317;Joinville;1;2;0;1;0;0;0
2015;19;282;2015_19_282;Atlético-MG;1;2;3;4;1;0;0
2015;20;267;2015_20_267;Vasco;0;3;3;3;2;0;0
2015;20;314;2015_20_314;Avaí;2;5;3;1;0;0;0
2015;20;292;2015_20_292;Sport;1;2;3;1;0;0;0
2015;20;315;2015_20_315;Chapecoense;0;1;3;3;0;0;0
2015;20;284;2015_20_284;Grêmio;0;0;1;1;0;0;0
2015;20;266;2015_20_266;Fluminense;1;2;2;3;0;0;0
2015;20;293;2015_20_293;Athletico-PR;0;2;3;1;0;0;0
2015;20;283;2015_20_283;Cruzeiro;0;3;1;2;0;0;0
2015;20;276;2015_20_276;São Paulo;1;2;2;4;0;0;0
2015;20;275;2015_20_275;Palmeiras;1;2;3;1;0;0;0
2015;21;316;2015_21_316;Figueirense;1;0;4;2;0;0;0
2015;21;303;2015_21_303;Ponte Preta;0;3;0;4;0;0;0
2015;21;294;2015_21_294;Coritiba;0;0;5;5;0;0;0
2015;21;285;2015_21_285;Internacional;0;3;2;2;0;0;0
2015;21;317;2015_21_317;Joinville;2;3;3;0;0;0;0
2015;21;282;2015_21_282;Atlético-MG;2;1;4;3;0;0;0
2015;21;262;2015_21_262;Flamengo;1;0;5;1;0;1;0
2015;21;264;2015_21_264;Corinthians;3;1;3;2;0;0;0
2015;21;277;2015_21_277;Santos;1;0;2;3;0;1;0
2015;21;290;2015_21_290;Goiás;0;3;3;1;0;0;0
2015;22;276;2015_22_276;São Paulo;0;0;5;4;0;0;0
2015;22;283;2015_22_283;Cruzeiro;2;1;5;2;0;1;0
2015;22;267;2015_22_267;Vasco;0;6;1;3;0;0;0
2015;22;314;2015_22_314;Avaí;0;3;4;1;0;0;0
2015;22;293;2015_22_293;Athletico-PR;1;0;4;5;0;1;0
2015;22;292;2015_22_292;Sport;0;0;2;2;0;0;0
2015;22;266;2015_22_266;Fluminense;0;2;3;0;0;0;0
2015;22;275;2015_22_275;Palmeiras;0;1;3;3;0;0;0
2015;22;315;2015_22_315;Chapecoense;1;3;1;0;0;0;0
2015;22;284;2015_22_284;Grêmio;2;0;4;4;0;0;0
2015;23;285;2015_23_285;Internacional;0;2;0;0;0;0;0
2015;23;282;2015_23_282;Atlético-MG;2;1;2;3;0;1;0
2015;23;317;2015_23_317;Joinville;0;0;3;4;3;1;0
2015;23;316;2015_23_316;Figueirense;1;5;4;0;0;0;0
2015;23;303;2015_23_303;Ponte Preta;0;0;2;1;0;0;0
2015;23;290;2015_23_290;Goiás;1;2;4;3;1;0;0
2015;23;264;2015_23_264;Corinthians;3;3;3;6;0;0;0
2015;23;294;2015_23_294;Coritiba;2;0;4;2;0;0;0
2015;23;262;2015_23_262;Flamengo;3;1;6;6;1;0;0
2015;23;277;2015_23_277;Santos;1;1;0;1;0;0;0
2015;24;267;2015_24_267;Vasco;1;0;1;3;0;1;0
2015;24;314;2015_24_314;Avaí;0;2;3;3;0;0;0
2015;24;275;2015_24_275;Palmeiras;0;1;3;5;1;1;0
2015;24;293;2015_24_293;Athletico-PR;1;1;2;2;0;0;0
2015;24;266;2015_24_266;Fluminense;1;1;4;1;0;0;0
2015;24;276;2015_24_276;São Paulo;0;3;1;1;0;0;0
2015;24;284;2015_24_284;Grêmio;1;1;3;0;0;0;0
2015;24;292;2015_24_292;Sport;0;1;1;3;0;0;0
2015;24;315;2015_24_315;Chapecoense;0;0;2;4;0;0;0
2015;24;283;2015_24_283;Cruzeiro;0;2;3;3;0;0;0
2015;25;285;2015_25_285;Internacional;1;0;7;4;0;0;0
2015;25;316;2015_25_316;Figueirense;0;2;4;4;1;0;0
2015;25;277;2015_25_277;Santos;1;3;2;5;0;0;0
2015;25;317;2015_25_317;Joinville;0;3;1;0;0;0;0
2015;25;282;2015_25_282;Atlético-MG;1;1;5;3;0;1;0
2015;25;276;2015_25_276;São Paulo;2;1;3;3;0;0;0
2015;25;262;2015_25_262;Flamengo;3;1;1;2;0;0;0
2015;25;293;2015_25_293;Athletico-PR;0;2;2;2;0;0;0
2015;25;290;2015_25_290;Goiás;1;2;2;2;0;0;0
2015;25;266;2015_25_266;Fluminense;0;1;3;2;0;0;0
2015;26;292;2015_26_292;Sport;1;1;3;4;0;0;0
2015;26;275;2015_26_275;Palmeiras;4;1;3;1;0;0;0
2015;26;303;2015_26_303;Ponte Preta;2;1;5;2;0;0;0
2015;26;314;2015_26_314;Avaí;1;0;4;2;0;0;0
2015;26;284;2015_26_284;Grêmio;2;1;2;1;0;0;0
2015;26;282;2015_26_282;Atlético-MG;0;4;1;1;0;0;0
2015;26;264;2015_26_264;Corinthians;1;2;1;2;0;0;0
2015;26;267;2015_26_267;Vasco;2;2;3;4;1;0;0
2015;26;315;2015_26_315;Chapecoense;0;0;2;2;0;0;0
2015;26;294;2015_26_294;Coritiba;2;0;3;2;0;0;0
2015;27;284;2015_27_284;Grêmio;2;3;4;2;0;0;0
2015;27;316;2015_27_316;Figueirense;1;1;5;1;0;0;0
2015;27;266;2015_27_266;Fluminense;1;3;4;3;0;0;0
2015;27;317;2015_27_317;Joinville;0;3;1;0;0;0;0
2015;27;277;2015_27_277;Santos;0;2;5;2;2;0;0
2015;27;292;2015_27_292;Sport;1;2;2;2;0;0;0
2015;27;262;2015_27_262;Flamengo;1;4;2;2;0;0;0
2015;27;276;2015_27_276;São Paulo;1;2;4;3;0;0;0
2015;27;283;2015_27_283;Cruzeiro;2;0;1;2;1;0;0
2015;27;293;2015_27_293;Athletico-PR;0;2;3;7;0;1;0
2015;28;290;2015_28_290;Goiás;0;2;3;4;0;0;0
2015;28;314;2015_28_314;Avaí;1;3;3;1;0;0;0
2015;28;303;2015_28_303;Ponte Preta;2;1;4;2;0;0;0
2015;28;285;2015_28_285;Internacional;1;3;4;1;0;0;0
2015;28;267;2015_28_267;Vasco;2;1;6;5;0;0;0
2015;28;282;2015_28_282;Atlético-MG;2;2;2;2;0;0;0
2015;28;264;2015_28_264;Corinthians;3;1;3;3;0;0;0
2015;28;275;2015_28_275;Palmeiras;1;1;2;1;0;0;0
2015;28;315;2015_28_315;Chapecoense;0;3;0;3;0;0;0
2015;28;294;2015_28_294;Coritiba;0;2;1;0;1;1;0
2015;29;292;2015_29_292;Sport;1;2;2;2;1;0;0
2015;29;282;2015_29_282;Atlético-MG;3;0;2;1;0;0;0
2015;29;293;2015_29_293;Athletico-PR;0;1;3;1;0;0;0
2015;29;267;2015_29_267;Vasco;1;1;6;4;2;1;0
2015;29;317;2015_29_317;Joinville;0;2;3;2;0;0;0
2015;29;266;2015_29_266;Fluminense;1;3;2;3;0;0;0
2015;29;284;2015_29_284;Grêmio;0;0;3;3;0;0;0
2015;29;316;2015_29_316;Figueirense;3;2;5;1;1;0;0
2015;29;264;2015_29_264;Corinthians;2;2;4;2;0;1;0
2015;29;275;2015_29_275;Palmeiras;1;5;5;0;0;0;0
2015;30;285;2015_30_285;Internacional;1;2;3;2;0;0;0
2015;30;314;2015_30_314;Avaí;0;3;5;2;0;0;0
2015;30;294;2015_30_294;Coritiba;1;3;1;6;0;0;0
2015;30;262;2015_30_262;Flamengo;0;3;1;1;0;0;0
2015;30;303;2015_30_303;Ponte Preta;1;0;3;2;0;0;0
2015;30;276;2015_30_276;São Paulo;0;2;4;0;0;0;0
2015;30;283;2015_30_283;Cruzeiro;2;2;2;5;0;0;0
2015;30;315;2015_30_315;Chapecoense;1;1;5;4;0;0;0
2015;30;290;2015_30_290;Goiás;0;3;5;1;0;0;0
2015;30;277;2015_30_277;Santos;0;1;3;3;1;0;0
2015;31;275;2015_31_275;Palmeiras;3;1;4;3;0;0;0
2015;31;316;2015_31_316;Figueirense;0;1;3;2;0;1;0
2015;31;294;2015_31_294;Coritiba;0;3;3;3;0;0;0
2015;31;266;2015_31_266;Fluminense;0;2;1;2;0;0;0
2015;31;264;2015_31_264;Corinthians;4;1;1;2;0;0;0
2015;31;285;2015_31_285;Internacional;1;0;2;0;0;0;0
2015;31;267;2015_31_267;Vasco;2;2;1;2;0;1;0
2015;31;315;2015_31_315;Chapecoense;3;2;2;3;1;0;0
2015;31;290;2015_31_290;Goiás;1;3;1;0;0;0;0
2015;31;282;2015_31_282;Atlético-MG;1;4;1;0;1;0;0
2015;32;293;2015_32_293;Athletico-PR;1;0;3;1;0;0;0
2015;32;317;2015_32_317;Joinville;0;1;2;1;0;0;0
2015;32;277;2015_32_277;Santos;0;0;2;5;0;0;0
2015;32;292;2015_32_292;Sport;2;0;1;2;0;0;0
2015;32;262;2015_32_262;Flamengo;0;1;2;3;1;0;0
2015;32;276;2015_32_276;São Paulo;2;1;3;4;0;1;0
2015;32;314;2015_32_314;Avaí;0;0;2;1;0;0;0
2015;32;284;2015_32_284;Grêmio;0;0;2;1;0;0;0
2015;32;283;2015_32_283;Cruzeiro;1;0;4;4;0;0;0
2015;32;303;2015_32_303;Ponte Preta;1;2;1;2;0;0;0
2015;33;292;2015_33_292;Sport;0;3;2;1;0;0;0
2015;33;283;2015_33_283;Cruzeiro;1;1;3;3;0;0;0
2015;33;317;2015_33_317;Joinville;0;1;5;3;0;0;0
2015;33;316;2015_33_316;Figueirense;1;1;5;2;0;0;0
2015;33;293;2015_33_293;Athletico-PR;0;0;4;3;1;0;0
2015;33;275;2015_33_275;Palmeiras;1;2;3;3;1;0;0
2015;33;262;2015_33_262;Flamengo;0;2;1;0;1;0;0
2015;33;264;2015_33_264;Corinthians;3;0;0;1;0;0;0
2015;33;266;2015_33_266;Fluminense;1;0;5;2;1;0;0
2015;33;285;2015_33_285;Internacional;1;2;3;3;0;0;0
2015;34;303;2015_34_303;Ponte Preta;0;1;4;2;0;0;0
2015;34;294;2015_34_294;Coritiba;1;2;3;0;0;0;0
2015;34;314;2015_34_314;Avaí;1;2;2;1;0;0;0
2015;34;315;2015_34_315;Chapecoense;3;2;3;3;0;0;0
2015;34;267;2015_34_267;Vasco;2;0;4;1;0;0;0
2015;34;290;2015_34_290;Goiás;1;4;0;1;0;0;0
2015;34;276;2015_34_276;São Paulo;1;2;2;1;0;0;0
2015;34;282;2015_34_282;Atlético-MG;1;0;4;2;0;0;0
2015;34;277;2015_34_277;Santos;0;0;2;3;0;1;0
2015;34;284;2015_34_284;Grêmio;0;1;3;2;1;0;0
2015;35;292;2015_35_292;Sport;0;3;4;2;0;0;0
2015;35;294;2015_35_294;Coritiba;3;1;1;1;0;0;0
2015;35;316;2015_35_316;Figueirense;1;0;4;4;0;0;0
2015;35;317;2015_35_317;Joinville;1;2;1;4;0;0;0
2015;35;275;2015_35_275;Palmeiras;3;3;4;2;2;0;0
2015;35;266;2015_35_266;Fluminense;0;1;4;3;1;0;0
2015;35;285;2015_35_285;Internacional;0;1;3;4;1;0;0
2015;35;282;2015_35_282;Atlético-MG;2;4;0;0;0;0;0
2015;35;262;2015_35_262;Flamengo;0;0;2;2;1;0;0
2015;35;264;2015_35_264;Corinthians;1;1;3;2;0;1;0
2015;36;283;2015_36_283;Cruzeiro;1;1;1;2;0;0;0
2015;36;267;2015_36_267;Vasco;2;1;4;5;0;1;0
2015;36;290;2015_36_290;Goiás;2;2;3;3;0;0;0
2015;36;284;2015_36_284;Grêmio;0;1;2;4;0;0;0
2015;36;315;2015_36_315;Chapecoense;0;0;3;1;0;0;0
2015;36;276;2015_36_276;São Paulo;1;6;2;2;0;0;0
2015;36;303;2015_36_303;Ponte Preta;1;1;3;3;0;0;0
2015;36;314;2015_36_314;Avaí;1;3;3;2;0;0;0
2015;36;277;2015_36_277;Santos;0;1;3;3;1;0;0
2015;36;293;2015_36_293;Athletico-PR;0;0;2;3;0;0;0
2015;37;316;2015_37_316;Figueirense;2;3;4;1;0;0;0
2015;37;285;2015_37_285;Internacional;1;1;4;3;0;1;0
2015;37;303;2015_37_303;Ponte Preta;0;1;2;1;1;0;0
2015;37;264;2015_37_264;Corinthians;0;2;3;6;0;0;0
2015;37;317;2015_37_317;Joinville;0;3;3;2;0;0;0
2015;37;282;2015_37_282;Atlético-MG;1;2;5;3;0;0;0
2015;37;290;2015_37_290;Goiás;3;1;3;5;0;0;0
2015;37;277;2015_37_277;Santos;0;1;2;3;0;0;0
2015;37;294;2015_37_294;Coritiba;2;0;3;3;0;0;0
2015;37;262;2015_37_262;Flamengo;0;3;3;1;0;0;0
2015;38;283;2015_38_283;Cruzeiro;0;2;1;2;0;0;0
2015;38;275;2015_38_275;Palmeiras;2;1;1;0;0;0;0
2015;38;266;2015_38_266;Fluminense;0;1;4;4;0;0;0
2015;38;293;2015_38_293;Athletico-PR;1;5;1;0;0;0;0
2015;38;292;2015_38_292;Sport;1;0;2;4;0;0;0
2015;38;276;2015_38_276;São Paulo;1;0;1;4;0;0;0
2015;38;314;2015_38_314;Avaí;1;1;2;2;0;0;0
2015;38;315;2015_38_315;Chapecoense;0;3;0;0;0;0;0
2015;38;284;2015_38_284;Grêmio;2;0;1;3;0;0;0
2015;38;267;2015_38_267;Vasco;0;0;0;1;1;0;0
