rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
14,302602,267,"['d', 'd', 'v', 'e', 'v']",18,283,"['d', 'e', 'e', 'd', 'e']",12,0,1
14,302610,1371,"['v', 'v', 'v', 'd', 'd']",9,265,"['e', 'e', 'v', 'd', 'v']",16,1,1
14,302606,282,"['d', 'd', 'v', 'v', 'd']",11,264,"['v', 'e', 'v', 'e', 'e']",13,0,1
14,302608,294,"['v', 'd', 'd', 'd', 'd']",19,327,"['e', 'd', 'd', 'd', 'd']",20,3,1
14,302603,275,"['v', 'v', 'd', 'v', 'v']",2,262,"['v', 'd', 'e', 'v', 'e']",3,1,1
14,302604,277,"['e', 'd', 'e', 'd', 'v']",17,290,"['e', 'v', 'v', 'e', 'e']",15,4,3
14,302601,266,"['d', 'v', 'v', 'd', 'v']",4,285,"['d', 'e', 'd', 'd', 'e']",14,2,0
14,302605,280,"['e', 'v', 'v', 'e', 'd']",7,276,"['d', 'e', 'd', 'e', 'e']",10,0,0
14,302607,284,"['v', 'e', 'd', 'v', 'd']",5,263,"['e', 'v', 'e', 'v', 'e']",1,0,2
14,302609,356,"['d', 'd', 'd', 'v', 'v']",8,293,"['v', 'e', 'e', 'v', 'e']",6,1,0
