rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
5,302661,277,"['e', 'd', 'e', 'd', 'v']",17,265,"['e', 'e', 'v', 'd', 'v']",16,3,0
5,302663,280,"['e', 'v', 'v', 'e', 'd']",7,327,"['e', 'd', 'd', 'd', 'd']",20,2,2
5,302667,285,"['d', 'e', 'd', 'd', 'e']",14,293,"['v', 'e', 'e', 'v', 'e']",6,0,2
5,302655,262,"['v', 'd', 'e', 'v', 'e']",3,290,"['e', 'v', 'v', 'e', 'e']",15,2,0
5,302670,1371,"['v', 'v', 'v', 'd', 'd']",9,282,"['d', 'd', 'v', 'v', 'd']",11,0,4
5,302659,275,"['v', 'v', 'd', 'v', 'v']",2,284,"['v', 'e', 'd', 'v', 'd']",5,4,1
5,302666,283,"['d', 'e', 'e', 'd', 'e']",12,266,"['d', 'v', 'v', 'd', 'v']",4,0,2
5,302668,294,"['v', 'd', 'd', 'd', 'd']",19,267,"['d', 'd', 'v', 'e', 'v']",18,1,1
5,302657,263,"['e', 'v', 'e', 'v', 'e']",1,264,"['v', 'e', 'v', 'e', 'e']",13,3,0
5,302669,356,"['d', 'd', 'd', 'v', 'v']",8,276,"['d', 'e', 'd', 'e', 'e']",10,0,0
