rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
15,302625,263,"['e', 'v', 'e', 'v', 'e']",1,280,"['e', 'v', 'v', 'e', 'd']",7,2.0,0.0
15,306169,283,"['d', 'e', 'e', 'd', 'e']",12,294,"['v', 'd', 'd', 'd', 'd']",19,0.0,0.0
15,302623,266,"['d', 'v', 'v', 'd', 'v']",4,262,"['v', 'd', 'e', 'v', 'e']",3,0.0,0.0
15,302627,276,"['d', 'e', 'd', 'e', 'e']",10,277,"['e', 'd', 'e', 'd', 'v']",17,4.0,1.0
15,302639,356,"['d', 'd', 'd', 'v', 'v']",8,1371,"['v', 'v', 'v', 'd', 'd']",9,0.0,1.0
15,302635,285,"['d', 'e', 'd', 'd', 'e']",14,275,"['v', 'v', 'd', 'v', 'v']",2,0.0,0.0
15,302637,293,"['v', 'e', 'e', 'v', 'e']",6,265,"['e', 'e', 'v', 'd', 'v']",16,2.0,0.0
15,302631,290,"['e', 'v', 'v', 'e', 'e']",15,282,"['d', 'd', 'v', 'v', 'd']",11,0.0,0.0
15,302629,264,"['v', 'e', 'v', 'e', 'e']",13,284,"['v', 'e', 'd', 'v', 'd']",5,,
15,302640,327,"['e', 'd', 'd', 'd', 'd']",20,267,"['d', 'd', 'v', 'e', 'v']",18,,
