rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
18,302724,277,"['e', 'd', 'e', 'd', 'v']",17,293,"['v', 'e', 'e', 'v', 'e']",6,1,1
18,302725,290,"['e', 'v', 'v', 'e', 'e']",15,356,"['d', 'd', 'd', 'v', 'v']",8,1,0
18,302747,285,"['d', 'e', 'd', 'd', 'e']",14,264,"['v', 'e', 'v', 'e', 'e']",13,2,2
18,302721,266,"['d', 'v', 'v', 'd', 'v']",4,275,"['v', 'v', 'd', 'v', 'v']",2,2,1
18,302722,267,"['d', 'd', 'v', 'e', 'v']",18,284,"['v', 'e', 'd', 'v', 'd']",5,1,0
18,302723,276,"['d', 'e', 'd', 'e', 'e']",10,282,"['d', 'd', 'v', 'v', 'd']",11,0,2
18,302726,283,"['d', 'e', 'e', 'd', 'e']",12,263,"['e', 'v', 'e', 'v', 'e']",1,0,0
18,302748,294,"['v', 'd', 'd', 'd', 'd']",19,280,"['e', 'v', 'v', 'e', 'd']",7,0,1
18,302749,265,"['e', 'e', 'v', 'd', 'v']",16,327,"['e', 'd', 'd', 'd', 'd']",20,3,1
18,302750,1371,"['v', 'v', 'v', 'd', 'd']",9,262,"['v', 'd', 'e', 'v', 'e']",3,3,0
