temporada_id;rodada_id;rodada_id;clube_id;clube_nome;clube_vis;clube_mand_gol;clube_vis_gol;clube_mand_ca;clube_vis_ca;clube_mand_cv;clube_vis_cv
2018;2;2018_2_285;285;Internacional;0;1;2;2;0;0;0
2018;2;2018_2_293;293;Athletico-PR;0;0;3;3;1;0;0
2018;2;2018_2_263;263;Botafogo;1;1;3;1;0;0;0
2018;3;2018_3_284;284;Grêmio;1;2;1;1;0;0;0
2018;3;2018_3_293;293;Athletico-PR;0;0;2;2;0;0;0
2018;3;2018_3_262;262;Flamengo;3;0;2;1;0;0;0
2018;3;2018_3_315;315;Chapecoense;0;0;6;4;0;0;0
2018;3;2018_3_292;292;Sport;2;1;1;1;0;0;0
2018;3;2018_3_264;264;Corinthians;0;1;3;4;0;0;0
2018;3;2018_3_276;276;São Paulo;1;1;2;3;0;0;0
2018;3;2018_3_283;283;Cruzeiro;0;0;3;4;0;0;0
2018;3;2018_3_287;287;Vitória;1;2;2;2;0;1;0
2018;3;2018_3_267;267;Vasco;1;1;3;1;1;0;0
2018;4;2018_4_327;327;América-MG;1;4;4;4;0;0;0
2018;4;2018_4_282;282;Atlético-MG;2;2;4;4;0;0;0
2018;4;2018_4_366;366;Ceará;1;1;4;2;0;0;0
2018;4;2018_4_285;285;Internacional;0;2;4;5;1;0;0
2018;4;2018_4_263;263;Botafogo;0;1;4;1;0;0;0
2018;4;2018_4_275;275;Palmeiras;3;1;2;1;0;0;0
2018;4;2018_4_266;266;Fluminense;2;1;1;2;0;0;0
2018;4;2018_4_277;277;Santos;1;5;3;1;0;0;0
2018;4;2018_4_265;265;Bahia;0;2;2;1;1;0;0
2018;4;2018_4_383;383;Paraná;1;1;2;1;1;0;0
2018;5;2018_5_285;285;Internacional;0;0;4;3;0;0;0
2018;5;2018_5_292;292;Sport;0;2;3;2;0;0;0
2018;5;2018_5_282;282;Atlético-MG;2;1;2;2;0;0;0
2018;5;2018_5_287;287;Vitória;3;2;3;2;0;0;0
2018;5;2018_5_275;275;Palmeiras;0;1;3;2;0;0;0
2018;5;2018_5_276;276;São Paulo;2;2;3;5;0;0;0
2018;5;2018_5_262;262;Flamengo;2;3;3;2;0;0;0
2018;5;2018_5_383;383;Paraná;1;3;2;1;0;0;0
2018;5;2018_5_266;266;Fluminense;1;2;2;2;0;0;0
2018;5;2018_5_327;327;América-MG;2;2;3;1;0;0;0
2018;6;2018_6_283;283;Cruzeiro;0;1;2;3;1;0;0
2018;6;2018_6_267;267;Vasco;1;1;3;2;2;2;0
2018;6;2018_6_265;265;Bahia;0;3;2;3;0;0;0
2018;6;2018_6_366;366;Ceará;1;2;0;4;0;0;0
2018;6;2018_6_277;277;Santos;0;1;2;4;0;1;0
2018;6;2018_6_263;263;Botafogo;0;1;4;2;0;0;0
2018;6;2018_6_284;284;Grêmio;0;0;1;2;0;0;0
2018;6;2018_6_264;264;Corinthians;1;1;3;2;0;0;0
2018;6;2018_6_293;293;Athletico-PR;0;2;2;1;0;0;0
2018;6;2018_6_315;315;Chapecoense;0;3;2;1;0;0;0
2018;7;2018_7_315;315;Chapecoense;1;3;1;1;0;0;0
2018;7;2018_7_292;292;Sport;3;2;3;3;1;0;0
2018;7;2018_7_262;262;Flamengo;1;0;4;1;0;0;0
2018;7;2018_7_293;293;Athletico-PR;0;0;1;3;0;0;0
2018;7;2018_7_264;264;Corinthians;1;2;1;3;0;0;0
2018;7;2018_7_267;267;Vasco;0;3;6;1;1;0;0
2018;7;2018_7_283;283;Cruzeiro;1;0;4;1;0;0;0
2018;7;2018_7_287;287;Vitória;1;1;4;1;0;0;0
2018;7;2018_7_284;284;Grêmio;1;0;2;4;0;0;0
2018;7;2018_7_276;276;São Paulo;3;1;3;4;0;0;0
2018;8;2018_8_383;383;Paraná;0;1;3;3;1;1;0
2018;8;2018_8_285;285;Internacional;3;2;2;3;0;0;0
2018;8;2018_8_282;282;Atlético-MG;2;3;2;4;0;0;0
2018;8;2018_8_366;366;Ceará;0;2;3;2;0;0;0
2018;8;2018_8_263;263;Botafogo;2;3;3;2;0;0;0
2018;8;2018_8_266;266;Fluminense;0;0;5;1;0;0;0
2018;8;2018_8_275;275;Palmeiras;0;1;6;3;0;0;0
2018;8;2018_8_265;265;Bahia;0;2;2;0;0;0;0
2018;8;2018_8_327;327;América-MG;0;1;3;2;2;0;0
2018;8;2018_8_277;277;Santos;0;2;1;1;0;0;0
2018;9;2018_9_292;292;Sport;0;0;3;3;0;0;0
2018;9;2018_9_315;315;Chapecoense;3;3;4;2;1;0;0
2018;9;2018_9_263;263;Botafogo;2;1;4;2;0;0;0
2018;9;2018_9_276;276;São Paulo;1;3;4;4;0;0;0
2018;9;2018_9_264;264;Corinthians;0;1;1;3;0;0;0
2018;9;2018_9_284;284;Grêmio;2;0;5;2;0;0;0
2018;9;2018_9_293;293;Athletico-PR;1;3;2;1;0;0;0
2018;9;2018_9_287;287;Vitória;2;5;4;0;0;0;0
2018;9;2018_9_283;283;Cruzeiro;1;0;4;2;0;0;0
2018;9;2018_9_266;266;Fluminense;1;2;3;6;0;0;0
2018;10;2018_10_285;285;Internacional;0;0;2;4;0;0;0
2018;10;2018_10_315;315;Chapecoense;0;1;2;3;0;0;0
2018;10;2018_10_366;366;Ceará;0;0;3;0;0;0;0
2018;10;2018_10_277;277;Santos;1;1;2;3;0;0;0
2018;10;2018_10_293;293;Athletico-PR;0;1;4;2;0;0;0
2018;10;2018_10_275;275;Palmeiras;2;0;5;2;0;0;0
2018;10;2018_10_267;267;Vasco;1;1;1;1;0;0;0
2018;10;2018_10_265;265;Bahia;0;1;2;4;0;0;0
2018;10;2018_10_262;262;Flamengo;2;0;2;5;0;0;0
2018;10;2018_10_282;282;Atlético-MG;3;1;2;2;0;0;0
2018;11;2018_11_276;276;São Paulo;1;0;3;3;0;0;0
2018;11;2018_11_283;283;Cruzeiro;0;2;3;2;0;0;0
2018;11;2018_11_292;292;Sport;2;3;3;4;0;0;0
2018;11;2018_11_287;287;Vitória;0;0;2;2;0;0;0
2018;11;2018_11_266;266;Fluminense;2;5;2;2;0;0;0
2018;11;2018_11_263;263;Botafogo;3;3;3;4;1;0;0
2018;11;2018_11_327;327;América-MG;0;1;3;2;0;0;0
2018;11;2018_11_275;275;Palmeiras;2;2;2;3;0;0;0
2018;11;2018_11_383;383;Paraná;0;2;0;2;0;0;0
2018;11;2018_11_285;285;Internacional;2;1;4;3;0;1;0
2018;12;2018_12_287;287;Vitória;0;3;3;4;1;1;0
2018;12;2018_12_315;315;Chapecoense;0;0;0;5;0;0;0
2018;12;2018_12_277;277;Santos;1;0;3;2;0;0;0
2018;12;2018_12_284;284;Grêmio;0;0;2;3;0;0;0
2018;12;2018_12_283;283;Cruzeiro;1;1;2;8;0;0;0
2018;12;2018_12_262;262;Flamengo;1;1;6;4;3;3;0
2018;12;2018_12_293;293;Athletico-PR;0;2;2;0;0;0;0
2018;12;2018_12_264;264;Corinthians;0;1;1;2;0;0;0
2018;12;2018_12_267;267;Vasco;1;3;0;2;0;0;0
2018;12;2018_12_366;366;Ceará;1;2;0;1;0;0;0
2018;13;2018_13_292;292;Sport;0;1;0;0;0;0;0
2018;13;2018_13_383;383;Paraná;0;1;2;2;0;0;0
2018;13;2018_13_263;263;Botafogo;0;2;3;2;0;0;0
2018;13;2018_13_282;282;Atlético-MG;0;2;2;1;0;0;0
2018;13;2018_13_276;276;São Paulo;1;0;4;3;1;0;0
2018;13;2018_13_265;265;Bahia;1;1;2;1;0;0;0
2018;13;2018_13_327;327;América-MG;1;3;1;3;0;0;0
2018;13;2018_13_266;266;Fluminense;1;1;2;4;0;0;0
2018;13;2018_13_275;275;Palmeiras;1;1;6;4;0;0;0
2018;13;2018_13_285;285;Internacional;2;2;5;4;0;1;0
2018;14;2018_14_263;263;Botafogo;0;2;1;0;1;0;0
2018;14;2018_14_264;264;Corinthians;1;3;7;2;0;0;0
2018;14;2018_14_284;284;Grêmio;0;1;6;5;0;1;0
2018;14;2018_14_282;282;Atlético-MG;2;3;2;2;1;0;0
2018;14;2018_14_327;327;América-MG;0;1;3;3;0;0;0
2018;14;2018_14_287;287;Vitória;1;4;5;3;1;0;0
2018;14;2018_14_266;266;Fluminense;2;1;5;1;0;0;0
2018;14;2018_14_293;293;Athletico-PR;1;2;3;1;1;0;0
2018;14;2018_14_277;277;Santos;0;0;4;1;0;0;0
2018;14;2018_14_366;366;Ceará;0;1;3;2;0;0;0
2018;15;2018_15_275;275;Palmeiras;0;1;2;2;1;0;0
2018;15;2018_15_383;383;Paraná;0;2;1;1;0;1;0
2018;15;2018_15_283;283;Cruzeiro;0;2;2;0;0;0;0
2018;15;2018_15_262;262;Flamengo;1;1;1;1;0;0;0
2018;15;2018_15_315;315;Chapecoense;0;1;3;2;0;0;0
2018;15;2018_15_292;292;Sport;0;1;2;2;0;0;0
2018;15;2018_15_276;276;São Paulo;1;2;5;4;0;0;0
2018;15;2018_15_285;285;Internacional;1;2;2;2;1;1;0
2018;15;2018_15_265;265;Bahia;2;0;4;3;0;0;0
2018;15;2018_15_267;267;Vasco;0;1;2;1;0;0;0
2018;16;2018_16_266;266;Fluminense;0;1;1;5;0;0;0
2018;16;2018_16_383;383;Paraná;0;3;2;2;0;0;0
2018;16;2018_16_264;264;Corinthians;4;1;0;4;0;0;0
2018;16;2018_16_292;292;Sport;1;4;1;1;0;0;0
2018;16;2018_16_287;287;Vitória;0;4;5;3;0;0;0
2018;16;2018_16_263;263;Botafogo;0;3;2;1;0;0;0
2018;16;2018_16_276;276;São Paulo;2;0;1;2;0;0;0
2018;16;2018_16_327;327;América-MG;1;0;2;2;0;0;0
2018;16;2018_16_284;284;Grêmio;1;1;3;1;0;0;0
2018;16;2018_16_282;282;Atlético-MG;2;2;2;4;0;0;0
2018;17;2018_17_277;277;Santos;0;0;5;1;0;0;0
2018;17;2018_17_262;262;Flamengo;0;2;4;3;0;0;0
2018;17;2018_17_293;293;Athletico-PR;0;0;2;2;0;0;0
2018;17;2018_17_283;283;Cruzeiro;1;1;5;3;0;0;0
2018;17;2018_17_366;366;Ceará;1;0;2;4;0;0;0
2018;17;2018_17_275;275;Palmeiras;0;0;2;1;0;0;0
2018;17;2018_17_267;267;Vasco;1;2;2;2;0;0;0
2018;17;2018_17_265;265;Bahia;1;1;2;4;0;0;0
2018;17;2018_17_315;315;Chapecoense;1;1;1;1;0;0;0
2018;17;2018_17_285;285;Internacional;1;0;1;1;0;0;0
2018;20;2018_20_277;277;Santos;1;1;2;3;0;0;0
2018;20;2018_20_285;285;Internacional;1;0;2;1;0;0;0
2018;20;2018_20_276;276;São Paulo;1;1;1;3;0;0;0
2018;20;2018_20_263;263;Botafogo;0;2;5;2;1;0;0
2018;20;2018_20_327;327;América-MG;2;0;2;2;0;0;0
2018;20;2018_20_264;264;Corinthians;0;1;2;1;1;0;0
2018;20;2018_20_283;283;Cruzeiro;1;1;4;2;0;0;0
2018;20;2018_20_287;287;Vitória;0;1;2;2;0;0;0
2018;20;2018_20_267;267;Vasco;0;0;4;2;0;0;0
2018;20;2018_20_293;293;Athletico-PR;1;2;3;1;0;0;0
2018;18;2018_18_293;293;Athletico-PR;0;0;3;3;0;0;0
2018;18;2018_18_327;327;América-MG;0;1;4;1;0;0;0
2018;18;2018_18_263;263;Botafogo;1;1;4;3;1;1;0
2018;18;2018_18_277;277;Santos;1;3;0;2;0;0;0
2018;18;2018_18_276;276;São Paulo;3;1;3;1;0;0;0
2018;18;2018_18_283;283;Cruzeiro;0;1;3;3;0;0;0
2018;18;2018_18_264;264;Corinthians;1;2;2;1;0;1;0
2018;18;2018_18_287;287;Vitória;0;4;3;1;0;0;0
2018;18;2018_18_267;267;Vasco;0;1;2;1;0;0;0
2018;18;2018_18_285;285;Internacional;3;0;3;3;0;0;0
2018;19;2018_19_292;292;Sport;0;3;3;3;1;0;0
2018;19;2018_19_284;284;Grêmio;1;0;1;1;0;0;0
2018;19;2018_19_262;262;Flamengo;0;3;1;3;0;0;0
2018;19;2018_19_383;383;Paraná;0;1;5;3;0;0;0
2018;19;2018_19_275;275;Palmeiras;3;0;1;2;0;0;0
2018;19;2018_19_282;282;Atlético-MG;3;0;4;2;0;0;0
2018;19;2018_19_265;265;Bahia;1;1;2;2;0;0;0
2018;19;2018_19_266;266;Fluminense;0;0;0;2;0;1;0
2018;19;2018_19_315;315;Chapecoense;0;2;1;2;0;0;0
2018;19;2018_19_366;366;Ceará;1;1;1;1;1;0;0
2018;21;2018_21_265;265;Bahia;0;2;2;1;0;0;0
2018;21;2018_21_383;383;Paraná;0;1;4;3;1;0;0
2018;21;2018_21_284;284;Grêmio;1;2;2;2;0;0;0
2018;21;2018_21_266;266;Fluminense;1;2;3;4;0;0;0
2018;21;2018_21_292;292;Sport;0;2;2;2;0;0;0
2018;21;2018_21_366;366;Ceará;0;1;6;3;1;0;0
2018;21;2018_21_262;262;Flamengo;2;2;2;3;1;0;0
2018;21;2018_21_275;275;Palmeiras;0;0;3;2;0;0;0
2018;21;2018_21_282;282;Atlético-MG;0;1;3;2;0;0;0
2018;21;2018_21_315;315;Chapecoense;1;3;2;3;0;0;0
2018;22;2018_22_327;327;América-MG;0;1;1;5;1;0;0
2018;22;2018_22_263;263;Botafogo;0;4;3;2;0;0;0
2018;22;2018_22_277;277;Santos;3;0;1;1;0;0;0
2018;22;2018_22_282;282;Atlético-MG;1;1;3;1;0;0;0
2018;22;2018_22_366;366;Ceará;1;0;2;2;0;0;0
2018;22;2018_22_265;265;Bahia;0;2;2;2;0;0;0
2018;22;2018_22_383;383;Paraná;0;1;2;3;0;0;0
2018;22;2018_22_266;266;Fluminense;1;1;2;2;0;1;0
2018;22;2018_22_285;285;Internacional;0;0;2;3;0;0;0
2018;22;2018_22_275;275;Palmeiras;2;1;4;4;0;0;0
2018;23;2018_23_292;292;Sport;0;2;1;1;0;0;0
2018;23;2018_23_283;283;Cruzeiro;1;1;3;3;0;0;0
2018;23;2018_23_264;264;Corinthians;1;2;2;6;0;0;0
2018;23;2018_23_293;293;Athletico-PR;0;2;3;2;0;0;0
2018;23;2018_23_315;315;Chapecoense;1;1;2;2;0;0;0
2018;23;2018_23_276;276;São Paulo;0;1;1;3;0;0;0
2018;23;2018_23_262;262;Flamengo;1;2;1;4;0;0;0
2018;23;2018_23_284;284;Grêmio;0;0;1;2;0;0;0
2018;23;2018_23_287;287;Vitória;0;0;1;1;0;0;0
2018;23;2018_23_267;267;Vasco;1;2;1;1;0;0;0
2018;24;2018_24_283;283;Cruzeiro;0;0;1;3;0;0;0
2018;24;2018_24_265;265;Bahia;0;1;2;3;0;0;0
2018;24;2018_24_315;315;Chapecoense;0;2;2;2;0;0;0
2018;24;2018_24_366;366;Ceará;0;0;1;1;0;0;0
2018;24;2018_24_264;264;Corinthians;0;1;3;2;0;0;0
2018;24;2018_24_263;263;Botafogo;0;1;4;3;0;0;0
2018;24;2018_24_284;284;Grêmio;0;1;5;5;0;0;0
2018;24;2018_24_277;277;Santos;2;0;3;4;0;0;0
2018;24;2018_24_267;267;Vasco;0;1;1;4;1;1;0
2018;24;2018_24_293;293;Athletico-PR;1;3;5;4;1;0;0
2018;25;2018_25_287;287;Vitória;0;2;4;2;0;0;0
2018;25;2018_25_383;383;Paraná;0;2;1;1;0;0;0
2018;25;2018_25_262;262;Flamengo;1;1;2;3;1;0;0
2018;25;2018_25_327;327;América-MG;0;1;1;1;1;1;0
2018;25;2018_25_282;282;Atlético-MG;0;0;1;3;0;0;0
2018;25;2018_25_275;275;Palmeiras;1;1;2;1;0;0;0
2018;25;2018_25_266;266;Fluminense;1;3;2;3;0;0;0
2018;25;2018_25_276;276;São Paulo;0;0;4;7;0;0;0
2018;25;2018_25_292;292;Sport;1;2;1;2;0;0;0
2018;25;2018_25_285;285;Internacional;1;2;3;4;1;0;0
2018;26;2018_26_327;327;América-MG;1;1;1;1;0;0;0
2018;26;2018_26_366;366;Ceará;2;3;1;3;0;0;0
2018;26;2018_26_383;383;Paraná;0;3;4;0;0;0;0
2018;26;2018_26_282;282;Atlético-MG;1;2;2;2;0;0;0
2018;26;2018_26_285;285;Internacional;1;1;2;0;0;0;0
2018;26;2018_26_275;275;Palmeiras;1;0;2;2;0;0;0
2018;26;2018_26_263;263;Botafogo;4;3;4;1;0;0;0
2018;26;2018_26_277;277;Santos;1;2;2;2;0;0;0
2018;26;2018_26_266;266;Fluminense;2;1;3;3;0;1;0
2018;26;2018_26_265;265;Bahia;1;2;2;5;1;0;0
2018;27;2018_27_284;284;Grêmio;1;0;2;1;0;0;0
2018;27;2018_27_264;264;Corinthians;0;0;1;0;0;0;0
2018;27;2018_27_262;262;Flamengo;0;0;1;2;0;0;0
2018;27;2018_27_283;283;Cruzeiro;1;3;6;5;0;0;0
2018;27;2018_27_292;292;Sport;2;5;4;1;1;0;0
2018;27;2018_27_293;293;Athletico-PR;0;1;6;2;0;0;0
2018;27;2018_27_276;276;São Paulo;2;2;2;1;0;0;0
2018;27;2018_27_287;287;Vitória;1;2;6;3;1;0;0
2018;27;2018_27_315;315;Chapecoense;1;3;5;4;0;0;0
2018;27;2018_27_267;267;Vasco;1;1;0;1;1;0;0
2018;28;2018_28_285;285;Internacional;1;2;1;4;0;0;0
2018;28;2018_28_262;262;Flamengo;3;0;1;2;0;0;0
2018;28;2018_28_277;277;Santos;1;0;2;3;0;1;0
2018;28;2018_28_327;327;América-MG;0;4;3;3;0;0;0
2018;28;2018_28_282;282;Atlético-MG;0;1;3;3;0;0;0
2018;28;2018_28_275;275;Palmeiras;2;0;3;2;0;0;0
2018;28;2018_28_265;265;Bahia;2;2;4;2;1;0;0
2018;28;2018_28_383;383;Paraná;0;4;2;1;0;0;0
2018;28;2018_28_267;267;Vasco;1;1;2;3;0;0;0
2018;28;2018_28_366;366;Ceará;2;0;3;1;0;0;0
2018;29;2018_29_266;266;Fluminense;0;3;3;2;0;0;0
2018;29;2018_29_264;264;Corinthians;0;1;3;3;0;0;0
2018;29;2018_29_383;383;Paraná;0;2;3;3;0;0;0
2018;29;2018_29_287;287;Vitória;1;0;2;3;0;0;0
2018;29;2018_29_283;283;Cruzeiro;0;2;2;6;1;0;0
2018;29;2018_29_276;276;São Paulo;1;3;4;0;1;0;0
2018;29;2018_29_284;284;Grêmio;0;2;2;4;0;0;0
2018;29;2018_29_327;327;América-MG;0;0;0;1;0;0;0
2018;29;2018_29_292;292;Sport;0;4;3;0;0;0;0
2018;29;2018_29_263;263;Botafogo;0;0;3;1;0;0;0
2018;30;2018_30_284;284;Grêmio;1;1;0;0;0;0;0
2018;30;2018_30_265;265;Bahia;1;0;1;2;0;0;0
2018;30;2018_30_293;293;Athletico-PR;0;0;2;3;0;0;0
2018;30;2018_30_267;267;Vasco;1;2;3;0;0;0;0
2018;30;2018_30_264;264;Corinthians;2;2;4;1;0;0;0
2018;30;2018_30_282;282;Atlético-MG;0;1;2;2;0;1;0
2018;30;2018_30_366;366;Ceará;1;2;2;5;0;1;0
2018;30;2018_30_315;315;Chapecoense;0;3;1;2;0;0;0
2018;30;2018_30_262;262;Flamengo;4;0;0;1;0;1;0
2018;30;2018_30_277;277;Santos;2;2;3;1;0;0;0
2018;31;2018_31_276;276;São Paulo;1;0;2;1;1;0;0
2018;31;2018_31_285;285;Internacional;1;1;5;3;1;0;0
2018;31;2018_31_266;266;Fluminense;0;3;3;2;0;0;0
2018;31;2018_31_292;292;Sport;4;3;2;2;0;0;0
2018;31;2018_31_265;265;Bahia;1;2;3;3;0;0;0
2018;31;2018_31_327;327;América-MG;0;1;4;3;0;0;0
2018;31;2018_31_275;275;Palmeiras;1;1;5;2;0;0;0
2018;31;2018_31_383;383;Paraná;1;3;2;0;0;0;0
2018;31;2018_31_263;263;Botafogo;1;2;5;2;0;0;0
2018;31;2018_31_282;282;Atlético-MG;1;2;4;2;0;0;0
2018;32;2018_32_267;267;Vasco;1;0;3;2;0;1;0
2018;32;2018_32_284;284;Grêmio;1;0;1;4;0;0;0
2018;32;2018_32_277;277;Santos;2;3;5;3;1;0;0
2018;32;2018_32_283;283;Cruzeiro;2;1;1;3;0;0;0
2018;32;2018_32_287;287;Vitória;1;1;4;3;1;0;0
2018;32;2018_32_262;262;Flamengo;2;2;1;2;0;0;0
2018;32;2018_32_264;264;Corinthians;0;1;2;1;0;0;0
2018;32;2018_32_293;293;Athletico-PR;1;2;3;2;0;0;0
2018;32;2018_32_315;315;Chapecoense;0;1;1;1;0;0;0
2018;32;2018_32_366;366;Ceará;0;1;3;3;0;0;0
2018;33;2018_33_383;383;Paraná;1;0;1;3;1;1;0
2018;33;2018_33_276;276;São Paulo;1;1;3;1;0;1;0
2018;33;2018_33_262;262;Flamengo;1;2;6;4;0;0;0
2018;33;2018_33_283;283;Cruzeiro;0;2;7;4;0;0;0
2018;33;2018_33_265;265;Bahia;2;2;4;3;0;0;0
2018;33;2018_33_285;285;Internacional;1;1;5;2;0;0;0
2018;33;2018_33_275;275;Palmeiras;1;1;2;3;0;0;0
2018;33;2018_33_267;267;Vasco;1;2;4;2;0;0;0
2018;33;2018_33_292;292;Sport;0;0;2;0;0;0;0
2018;33;2018_33_315;315;Chapecoense;1;0;1;2;0;0;0
2018;34;2018_34_293;293;Athletico-PR;1;1;0;1;0;0;0
2018;34;2018_34_366;366;Ceará;1;2;3;2;0;0;0
2018;34;2018_34_282;282;Atlético-MG;1;0;3;4;0;2;0
2018;34;2018_34_287;287;Vitória;0;0;4;4;0;0;0
2018;34;2018_34_266;266;Fluminense;0;3;5;6;1;0;0
2018;34;2018_34_264;264;Corinthians;0;1;2;2;1;0;0
2018;34;2018_34_263;263;Botafogo;1;0;2;1;0;0;0
2018;34;2018_34_277;277;Santos;0;1;5;3;0;0;0
2018;34;2018_34_284;284;Grêmio;1;1;2;1;0;0;0
2018;34;2018_34_327;327;América-MG;0;2;2;1;0;0;0
2018;35;2018_35_267;267;Vasco;0;1;2;2;0;0;0
2018;35;2018_35_293;293;Athletico-PR;2;1;3;3;0;1;0
2018;35;2018_35_265;265;Bahia;0;1;3;3;0;1;0
2018;35;2018_35_275;275;Palmeiras;1;1;2;4;0;0;0
2018;35;2018_35_277;277;Santos;1;2;1;6;0;0;0
2018;35;2018_35_262;262;Flamengo;1;0;1;1;1;0;0
2018;35;2018_35_285;285;Internacional;0;1;4;2;2;0;0
2018;35;2018_35_283;283;Cruzeiro;0;1;2;2;0;0;0
2018;35;2018_35_315;315;Chapecoense;0;2;2;2;0;0;0
2018;35;2018_35_366;366;Ceará;0;0;3;4;0;0;0
2018;36;2018_36_282;282;Atlético-MG;2;1;2;1;0;0;0
2018;36;2018_36_263;263;Botafogo;1;1;2;2;0;0;0
2018;36;2018_36_264;264;Corinthians;0;1;4;2;0;0;0
2018;36;2018_36_327;327;América-MG;0;4;6;0;0;0;0
2018;36;2018_36_284;284;Grêmio;0;2;3;2;0;0;0
2018;36;2018_36_287;287;Vitória;0;3;1;2;0;0;0
2018;36;2018_36_276;276;São Paulo;0;2;4;2;0;0;0
2018;36;2018_36_383;383;Paraná;0;1;1;2;0;0;0
2018;36;2018_36_266;266;Fluminense;0;2;1;2;0;0;0
2018;36;2018_36_292;292;Sport;1;2;1;2;0;0;0
2018;37;2018_37_282;282;Atlético-MG;2;3;1;4;0;1;0
2018;37;2018_37_366;366;Ceará;2;2;4;3;0;0;0
2018;37;2018_37_262;262;Flamengo;2;0;3;6;0;0;0
2018;37;2018_37_284;284;Grêmio;0;0;4;2;0;0;0
2018;37;2018_37_275;275;Palmeiras;1;0;5;4;0;1;0
2018;37;2018_37_266;266;Fluminense;0;2;2;3;1;0;0
2018;37;2018_37_265;265;Bahia;0;1;2;2;1;0;0
2018;37;2018_37_315;315;Chapecoense;0;0;1;2;0;0;0
2018;37;2018_37_383;383;Paraná;1;2;3;1;0;0;0
2018;37;2018_37_292;292;Sport;0;0;3;2;1;0;0
2018;38;2018_38_293;293;Athletico-PR;2;1;1;4;1;1;0
2018;38;2018_38_263;263;Botafogo;0;1;3;4;0;0;0
2018;38;2018_38_267;267;Vasco;0;0;2;3;0;1;0
2018;38;2018_38_264;264;Corinthians;0;1;4;2;0;0;0
2018;38;2018_38_283;283;Cruzeiro;0;0;1;4;0;0;0
2018;38;2018_38_277;277;Santos;1;2;1;3;0;0;0
2018;38;2018_38_285;285;Internacional;1;1;2;1;0;1;0
2018;38;2018_38_327;327;América-MG;0;1;2;5;0;0;0
2018;38;2018_38_276;276;São Paulo;0;1;3;0;0;0;0
2018;38;2018_38_287;287;Vitória;2;3;2;2;0;0;0
