rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
12,302828,293,"['v', 'e', 'e', 'v', 'e']",6,264,"['v', 'e', 'v', 'e', 'e']",13,1,0
12,302821,266,"['d', 'v', 'v', 'd', 'v']",4,265,"['e', 'e', 'v', 'd', 'v']",16,2,1
12,302829,356,"['d', 'd', 'd', 'v', 'v']",8,282,"['d', 'd', 'v', 'v', 'd']",11,2,1
12,302826,283,"['d', 'e', 'e', 'd', 'e']",12,276,"['d', 'e', 'd', 'e', 'e']",10,1,0
12,302823,275,"['v', 'v', 'd', 'v', 'v']",2,263,"['e', 'v', 'e', 'v', 'e']",1,0,1
12,302827,284,"['v', 'e', 'd', 'v', 'd']",5,294,"['v', 'd', 'd', 'd', 'd']",19,5,1
12,302824,277,"['e', 'd', 'e', 'd', 'v']",17,262,"['v', 'd', 'e', 'v', 'e']",3,2,3
12,302825,280,"['e', 'v', 'v', 'e', 'd']",7,290,"['e', 'v', 'v', 'e', 'e']",15,2,0
12,302830,327,"['e', 'd', 'd', 'd', 'd']",20,285,"['d', 'e', 'd', 'd', 'e']",14,1,2
12,302822,267,"['d', 'd', 'v', 'e', 'v']",18,1371,"['v', 'v', 'v', 'd', 'd']",9,1,0
