rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
7,302719,265,"['e', 'e', 'v', 'd', 'v']",16,290,"['e', 'v', 'v', 'e', 'e']",15,1,1
7,302712,263,"['e', 'v', 'e', 'v', 'e']",1,266,"['d', 'v', 'v', 'd', 'v']",4,1,0
7,302713,276,"['d', 'e', 'd', 'e', 'e']",10,267,"['d', 'd', 'v', 'e', 'v']",18,4,2
7,302715,280,"['e', 'v', 'v', 'e', 'd']",7,293,"['v', 'e', 'e', 'v', 'e']",6,2,0
7,302718,294,"['v', 'd', 'd', 'd', 'd']",19,282,"['d', 'd', 'v', 'v', 'd']",11,1,2
7,302720,327,"['e', 'd', 'd', 'd', 'd']",20,356,"['d', 'd', 'd', 'v', 'v']",8,2,1
7,302714,277,"['e', 'd', 'e', 'd', 'v']",17,275,"['v', 'v', 'd', 'v', 'v']",2,0,0
7,302711,262,"['v', 'd', 'e', 'v', 'e']",3,264,"['v', 'e', 'v', 'e', 'e']",13,1,0
7,302717,284,"['v', 'e', 'd', 'v', 'd']",5,285,"['d', 'e', 'd', 'd', 'e']",14,3,1
7,302716,283,"['d', 'e', 'e', 'd', 'e']",12,1371,"['v', 'v', 'v', 'd', 'd']",9,0,1
