temporada_id;atleta_id;rodada_id;clube_id;posicao_id;status_id;atleta_preco;atleta_var;atleta_jogos;SC_G;SC_DP;SC_SG;SC_A;SC_FT;SC_FD;SC_DS;SC_PS;SC_DE;SC_V;SC_FF;SC_FS;SC_PP;SC_GC;SC_CV;SC_CA;SC_GS;SC_PC;SC_FC;SC_I;atleta_pontos;atleta_pt_acum;atleta_pt_med;clube_mand;clube_gol_pro;clube_gol_cont;clube_gol_marc;clube_gol_sof;clube_rod_pt;clube_pt;clube_saldo;clube_pos;clube_pt_5_rod;adv_gol_marc;adv_gol_sof;adv_rod_pt;adv_pt;adv_saldo;adv_pos;adv_pt_5_rod
2022;36856;34;286;6;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;61;0;21;-35;20;2;39;33;3;51;6;6;8
2022;36856;35;286;6;7;5,35;-0,65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26;62;0;21;-36;20;1;35;56;3;38;-21;15;7
2022;36856;36;286;6;7;5,08;-0,27;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;63;0;21;-37;20;1;40;46;3;46;-6;13;8
2022;36856;37;286;6;7;5,86;0,78;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;28;65;1;22;-37;20;1;59;37;1;62;22;5;7
2022;36856;38;286;6;7;5,75;-0,11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;29;69;0;22;-40;20;1;34;41;3;37;-7;17;3
2022;37245;22;294;6;7;10,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;23;34;0;22;-11;18;3;30;26;3;35;4;7;4
2022;37245;23;294;6;7;9,58;-1,26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;25;39;0;22;-14;19;3;37;27;3;41;10;2;10
2022;37245;24;294;6;7;10,82;1,24;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;26;39;3;25;-13;17;3;23;37;0;23;-14;18;2
2022;37245;25;294;6;7;10,37;-0,45;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;26;41;0;25;-15;17;3;22;25;3;35;-3;9;11
2022;37245;26;294;6;7;11,36;0,99;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;28;41;3;28;-13;16;6;23;40;0;22;-17;19;2
2022;37245;27;294;6;7;10,51;-0,85;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;43;0;28;-15;17;6;27;30;3;34;-3;13;8
2022;37245;28;294;6;6;11,07;0,56;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;29;43;3;31;-14;16;9;26;29;0;31;-3;15;5
2022;37245;29;294;6;7;11,07;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;30;46;0;31;-16;16;6;42;32;3;40;10;9;11
2022;37245;30;294;6;7;10,49;-0,58;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;30;50;0;31;-20;16;6;52;20;3;66;32;1;15
